8258 24801
2567 3146 -425
1523 95 283
2796 3538 -687
6674 2164 314
6008 4935 -372
5280 421 -556
1909 6643 -310
2922 827 402
4095 2378 356
1910 5568 324
4599 3363 964
758 7907 13
4620 4674 92
1579 7139 597
3628 632 -761
3660 3112 -348
5650 3941 -76
5291 2601 -644
2456 1062 -573
1552 1195 354
2336 6411 960
4580 2186 -819
5612 1176 320
4858 293 -90
2369 130 -794
6229 5012 -333
6709 8070 632
3255 3085 75
6363 5754 -513
6973 7055 186
3821 3683 -838
3692 6802 -250
8182 780 539
4731 3632 -252
4993 962 -566
6844 1190 -498
2280 2176 -655
2766 1517 -697
7231 1043 -502
5453 744 125
5157 8165 -664
835 617 -396
6561 2314 726
5810 5350 446
1128 1588 -688
2110 2231 851
6207 1204 -975
4554 119 150
1443 4957 -250
3539 3408 -587
7672 7616 542
90 2672 864
3845 3190 -180
1994 6475 -467
6450 4667 -526
4044 7277 -952
3679 2202 -62
7796 4830 615
2762 1649 -566
1463 1113 -272
632 7622 -833
789 46 581
3454 636 918
6879 6664 -900
1353 4744 380
5158 2930 773
1765 5004 -533
506 4858 -141
4887 7325 249
822 7960 28
4563 1168 712
2237 3262 -216
8184 7494 923
8188 1638 413
2197 4275 -524
5623 564 -172
5114 3515 -961
8 68 -127
7650 2647 689
7913 2429 845
4481 4727 -203
3599 5174 -617
5662 5559 -923
4240 2276 -972
4285 461 -310
1568 3513 -329
458 7161 653
2485 4758 -419
511 7310 -130
4570 8011 -976
5637 7786 677
4406 6471 -205
6070 6703 342
7785 4134 339
20 310 -142
4346 4076 930
4937 7361 -420
259 7916 469
7702 4857 732
7625 2165 -790
6626 1672 760
4786 2117 664
4021 7214 -462
6513 3198 -436
7271 1389 -552
1430 488 -782
6229 490 327
4662 562 -830
4615 5180 -157
5903 5011 -15
5470 2743 269
5552 5763 -486
6078 6058 -49
2707 5894 -830
7225 8130 -544
607 4701 -184
3289 5118 -571
3622 7014 -283
283 5419 643
2015 3052 452
1303 2698 -215
2033 1970 107
1936 4058 132
785 2204 -151
8191 6395 -336
6219 5619 125
907 5252 641
1073 5624 -526
2447 4289 -323
3845 3852 808
2174 777 986
1582 5055 32
6079 37 -713
3274 1554 132
6931 6329 -997
5901 4611 859
7399 6432 -661
1729 3904 -319
7840 5708 204
7439 2627 -19
613 6053 -441
729 2633 -499
4802 7702 -347
5919 4030 77
5669 3794 -180
3391 3565 -88
627 5065 -433
4039 6189 -310
2994 6028 -528
6389 2941 -25
5488 3379 358
7856 6264 764
440 3728 -583
3114 4494 876
1827 7819 843
3610 2948 207
1860 6121 -970
169 1995 856
4257 4679 519
3400 4091 732
6432 4694 -422
7789 6334 -51
6974 1173 -538
46 7327 310
6956 5635 420
7473 743 -475
5735 1417 144
785 5080 724
2474 3309 769
4352 3448 -259
6976 6793 -251
1555 6688 444
5976 2145 697
5115 3685 201
1052 4500 103
4466 4105 264
3883 8090 -274
4295 4421 319
5523 1135 841
3 2078 725
6520 2504 304
714 3868 8
4105 1293 -475
3713 453 925
3912 1695 -848
6684 160 -121
7108 7033 -205
3949 7613 -95
7131 3624 933
6563 2904 -549
2250 2174 -230
2530 2604 -107
5199 6124 -136
609 3595 -749
3411 4896 -797
3438 2647 -708
1954 2999 416
3291 6447 426
2190 4104 -469
6204 1254 55
4444 4277 685
302 1860 -506
5429 1104 603
839 1947 -682
1324 2251 -772
5677 5930 755
1456 582 -327
5957 6627 -567
7264 3228 893
6541 269 -265
7452 7755 638
3920 3892 740
4643 4157 -672
7913 5898 104
6675 1427 719
7553 6330 792
2096 538 -955
8054 6409 -469
7393 7402 481
4258 7466 507
6956 8231 -495
2624 7779 506
8080 5530 -609
3776 1248 498
3990 1215 887
6491 3193 533
207 4520 428
3380 6984 -996
5830 5007 -355
4325 3134 -100
2848 4030 736
4452 4373 82
8140 3098 -785
242 1888 -92
6519 2870 -726
2565 1785 891
8113 8020 150
6425 478 619
4125 6483 -290
2808 2836 -242
2439 4698 -36
7396 6317 340
4843 624 72
7079 1891 243
6122 3584 -851
2415 6567 954
7241 1408 709
7682 7957 -840
3527 1371 430
422 7003 -312
7292 7162 49
4033 6436 -57
8029 3339 294
3359 6749 141
4518 8032 -37
3350 4977 -960
6529 2568 -595
6574 8062 -83
6304 3075 -701
7019 293 597
8027 4447 883
6358 1749 643
3390 2251 -706
4751 2451 429
6132 5776 -975
1368 6595 833
5856 1762 283
4740 3110 393
4288 5109 -33
7719 3902 183
2384 3178 -221
1032 1176 -748
1833 3702 -117
1459 670 284
3885 7796 474
1960 7425 5
4071 143 867
5022 6773 966
4068 5416 501
5354 1965 -772
2170 3702 -380
8191 3146 558
5655 6285 238
615 2335 886
5928 443 614
7411 558 -974
7780 4501 591
2600 6630 -832
8000 2952 -997
2523 313 678
5641 3349 -174
7500 4216 378
4567 1872 86
5660 3732 610
7808 2624 -81
3225 5730 233
6337 6193 311
2588 2871 873
5766 4218 318
5974 4827 -270
2395 1321 -49
3981 5656 -434
5986 6398 377
5045 1201 -168
1465 1646 364
2853 3870 725
4650 990 145
1369 4883 834
6911 1884 819
435 1233 216
4380 1864 524
7562 7920 359
406 5333 -636
1228 470 633
2106 4878 24
4009 2010 -781
6561 436 183
7034 4980 -446
2079 2984 236
3014 1229 524
2403 2587 65
563 983 650
1383 5710 -887
1192 100 -195
5601 3461 -441
6330 4928 846
2994 759 -163
4187 7415 -367
5788 2036 -282
4695 1906 549
7305 912 130
6250 6752 -346
3969 1280 -827
4549 2791 -567
1176 5893 707
2707 3892 695
3868 340 -998
7688 454 -783
5391 4688 -285
6754 2612 -982
6995 3451 577
4867 2112 672
591 8076 -803
5735 701 -987
6647 7774 803
2146 8097 -445
7476 7427 -894
4425 2550 703
3621 787 -847
4403 204 -951
217 3051 747
3591 3473 207
7263 5554 192
1429 8230 31
7546 8082 964
2603 755 -306
675 4865 94
5781 4545 -819
7991 3750 -171
7722 3511 635
4722 1085 501
5865 6771 180
2511 2073 -373
410 5921 -918
2527 7976 255
5974 1767 -522
7074 5465 737
7043 1044 375
271 3527 704
3856 8211 594
1277 6036 -413
7078 2866 -558
4634 5205 -66
338 7610 -260
6378 3364 639
5461 5320 634
4839 4293 -183
3672 7341 404
4810 2576 -539
6000 6228 376
7812 4728 -869
2727 2415 299
5154 5036 -316
3984 2267 -823
7763 6474 808
7585 2809 384
6947 8073 -230
6097 6962 -986
4017 5525 172
3776 3526 -561
1345 4697 -536
1549 3213 764
2679 2277 -715
5459 4523 647
5785 1267 -164
7890 8029 -690
7193 724 444
2817 6878 -928
4198 1261 116
1723 5135 -683
5832 7622 -992
54 6578 -883
2860 5090 -619
7967 3748 789
2398 1948 753
6364 3316 733
3438 1223 94
3503 1053 -702
7254 976 -230
4981 5668 -822
7316 1090 46
403 7386 27
1150 4035 581
3119 5239 249
7664 3529 -227
4043 2865 130
1288 5705 171
93 1615 953
931 8182 323
5305 5855 105
4515 5372 91
2298 2913 -290
981 4004 -529
3070 5646 440
1444 6963 -356
4948 1139 -546
2879 1232 -183
1255 1416 559
4997 7136 536
2994 3901 734
5932 6231 -384
6993 1752 -125
5555 8136 -272
8064 4973 23
7797 7728 535
152 3720 709
6776 949 -911
5757 6821 -707
6609 3472 925
2026 8033 -794
6723 727 -12
4367 971 569
8213 3396 325
2491 7055 833
8210 4226 73
2814 1968 513
3760 1875 573
2303 5749 291
3970 5532 208
8106 6349 67
3949 3364 470
2198 2435 306
7647 7664 795
998 7106 581
6178 6675 -267
1229 4291 -276
8249 2886 -199
4220 4276 -670
4826 7706 -454
5812 4553 -84
1625 6789 -789
1037 2549 504
5582 6883 306
7255 634 -353
6168 5016 768
6172 4474 841
8242 7199 -21
1657 2783 619
7068 2382 127
7350 6801 409
3909 7385 -188
2725 5577 -749
141 3384 -729
4931 7475 -836
6180 4509 214
446 3056 207
4537 5502 -199
5955 283 122
551 862 -808
2299 5818 -812
7795 3967 -202
7140 4405 793
378 7835 898
4429 4155 655
3873 7103 297
6168 3824 222
4081 1291 363
4842 3312 94
1711 4220 118
2432 5429 388
4980 1753 -390
188 843 415
8029 7716 -410
3206 1396 -896
2047 3653 -460
8050 2682 -111
3295 1956 103
2776 578 121
2827 3880 -269
3554 5488 428
7353 3337 -831
6586 5365 255
5818 1178 -576
3295 1118 -808
4408 7874 164
4837 3885 -426
5988 8234 -257
5787 7654 -463
8113 7969 -81
6982 5086 493
1680 5806 218
7422 1689 492
7460 7737 814
5855 54 -462
1865 4883 -978
20 1764 864
7268 4981 55
188 1055 796
7646 8148 -886
1750 6143 -225
4468 1174 -938
6378 6367 -802
3072 3357 793
11 7980 -593
7183 2582 -848
4508 6399 -820
969 2586 -544
2229 4940 437
6337 6863 597
7275 7203 -368
6597 6984 286
7685 7905 -542
8017 3051 609
2752 3308 -802
6526 3829 -388
7739 2684 -81
6974 6083 538
4768 2465 -121
7679 2489 -851
3261 1978 -407
3227 3208 -64
6824 7553 209
4967 7132 24
4717 7906 510
2620 5240 -218
1525 6207 -532
4802 890 -973
215 3083 715
676 4634 -694
947 2607 435
4632 4658 -473
2776 6673 910
3489 1719 -946
6871 7397 358
507 4779 967
4692 248 -283
8161 5196 106
6766 3164 926
2269 4475 -158
4033 8038 -380
4709 2393 -723
981 3749 -99
2521 1474 -68
8065 2996 -13
2415 4524 297
5653 6439 555
6310 1355 476
3287 4065 -376
152 2052 432
6386 3677 -928
3486 5235 309
1431 1147 -508
7931 8051 578
171 6513 446
1537 5581 393
5314 4755 -776
4952 2947 -976
4487 5995 -158
1262 6224 171
666 2742 330
4979 6675 -637
3259 2101 -430
2461 962 91
2727 3789 -383
6672 4451 959
5557 4792 -371
6631 4919 614
5148 6451 -647
2109 3171 222
7449 921 680
87 8236 -357
4066 6547 -395
7986 5986 -965
2749 3233 996
3202 3301 325
2587 7416 187
841 6191 578
7273 4022 433
72 3590 -315
2429 3927 187
6879 5933 -416
5495 4581 -300
2513 6834 -953
3609 534 329
7508 1607 -635
2211 6681 89
5331 1979 753
7844 8221 -665
633 1323 410
6006 2506 390
7821 3382 -430
6393 3421 -875
819 6166 -554
8016 3601 -327
127 7582 67
5797 347 -277
6346 7495 -203
22 4413 887
542 2919 -320
7703 5940 258
3487 6433 840
373 3383 -483
3810 1649 322
3657 7906 -608
4938 1163 447
2872 5693 -701
5172 3609 465
2985 5252 575
358 4601 63
3183 180 1
4760 2869 -785
6200 5840 226
8218 1585 -787
8087 501 -579
3074 521 448
2573 7009 553
6854 254 264
5729 2090 679
3886 4813 -336
532 3603 -288
2853 7295 675
4138 5775 -669
992 6959 -747
6596 7961 416
1809 8183 18
7849 6197 21
960 5433 -690
5160 1131 -490
4261 2071 476
5300 4719 -377
4231 7476 -855
3308 1409 769
7225 7932 -292
7773 6412 279
2753 3326 567
7761 1550 622
90 2390 709
5474 3711 -56
2057 1063 862
3184 1179 377
4258 6959 -640
1262 2701 -807
6262 2705 -55
5133 1575 694
4401 7502 -421
5333 5620 107
4688 4725 -718
5214 1074 889
6585 8042 663
5310 170 533
2398 2132 -880
2440 2126 -85
2701 3410 769
6964 6641 387
3488 544 834
3187 2051 754
1269 752 718
2149 5996 -647
6134 5824 -661
3666 2932 -136
2960 6446 -694
4099 6049 -209
6934 1522 220
829 7731 197
5259 3290 285
2787 32 -332
2353 1062 -355
6327 4539 -888
2276 7704 -418
2449 3725 -697
592 6014 -391
6604 1476 -387
1432 7521 239
7727 5135 637
2160 2866 322
3729 446 -376
4904 6808 495
7197 6883 -657
2953 4189 -927
5852 3615 664
6922 1114 499
4097 4356 -358
936 6258 -182
6804 1813 -540
3904 1327 426
1585 7041 -113
4109 6866 673
5833 3474 612
1536 2586 -535
1996 5513 519
7053 6863 50
684 3820 351
6701 880 460
2907 7557 -782
2230 7910 -107
623 6075 729
1682 2458 916
6276 4100 -718
2193 468 -905
5959 2168 -829
4670 1406 629
976 5463 219
3565 7775 750
6185 4338 -585
1906 1679 90
2574 5353 -334
1146 3621 -330
2047 696 -543
2118 2608 -591
6818 4526 93
1803 991 -320
3151 7988 928
567 5983 -817
7247 2391 -174
5174 4174 434
716 2589 452
7416 7545 145
7356 1646 -580
8044 5487 -922
7727 3068 161
3810 2527 -768
2817 166 797
1255 5410 431
6070 7176 413
1597 68 599
3956 5177 45
6479 7880 691
3316 2753 406
6540 6119 979
4025 4814 -376
3959 2143 -5
6289 1926 421
6782 2197 738
2823 6981 -884
5644 5510 43
702 2685 39
220 463 661
4172 4650 -645
1695 1356 -270
7318 1106 -49
7080 7797 279
2213 379 754
6592 6164 -443
6426 4196 16
1060 6073 -543
2914 204 -685
172 1948 -289
2586 3170 -467
2301 2639 -971
2514 2274 537
2360 194 397
7669 3638 -488
8044 5785 -148
5056 6221 -348
2899 7535 -559
2137 3792 440
7788 7090 880
1830 705 -615
8014 1299 -721
3804 4518 127
6225 7540 138
5093 6346 73
6997 876 -938
4663 1864 -105
5418 5657 463
124 4328 332
4887 7361 726
27 630 929
5182 6066 -604
7667 3186 0
3875 2161 -462
5893 2455 958
1200 2893 -600
5884 3991 -215
5011 1813 729
3213 702 -175
2481 5520 425
3784 3324 564
7103 1725 801
5409 966 998
875 7290 782
2529 6671 -757
5202 8233 420
4394 6153 -592
4022 8099 -23
7343 6886 -454
6959 3216 -215
907 534 727
5637 5597 -615
4147 1493 806
8256 4645 -734
7926 3765 -24
1747 2243 389
2397 8171 312
608 2826 214
7588 4732 617
3006 4227 -523
688 5386 -208
2074 5868 464
283 4341 -752
5854 285 -726
5420 5810 995
7251 3183 -299
3 4125 668
3720 4385 -277
2434 5721 -360
7397 5036 827
4474 2620 225
3131 2479 42
7930 5949 -284
7497 6917 -928
2218 1372 -198
3346 3452 -82
4006 5801 570
5866 8139 -701
5415 3738 -43
2073 1515 109
420 3202 -422
6827 7340 -247
8232 4612 -559
2705 7576 -366
403 279 -455
2877 7056 357
2817 3782 -123
2143 1112 -349
2092 1647 748
6633 4320 109
14 6401 825
606 3433 -595
6906 7125 462
3002 5075 114
6415 1476 34
958 7240 649
3139 5656 591
7421 8182 -517
1126 8101 719
6376 6390 737
6659 7118 -691
4584 6654 656
7070 64 442
4188 1696 556
7798 6954 426
5251 86 52
6906 4877 933
6135 7211 -574
2738 1520 -767
8025 7117 -114
128 4768 -241
1403 7436 -275
214 7967 -508
6815 1641 324
7177 1431 426
7168 8123 641
3650 6658 -595
1294 989 -341
4875 6294 -563
8209 4319 -143
2305 713 -984
8246 7550 -138
6333 4716 -829
7812 7644 186
2745 5553 367
4135 6812 -779
8253 166 -711
4071 8061 -633
6634 4426 646
6691 1951 697
6995 7051 -414
2198 6292 355
3183 3850 -499
3661 3984 -844
3697 279 -294
6382 2212 602
824 8185 -651
6209 5610 -141
7833 165 957
6219 2570 157
4441 1119 505
3835 749 -387
1843 6315 243
6078 2190 -397
6769 6866 -301
5316 5381 172
7684 121 -733
5266 4548 -435
696 3257 755
8102 7939 838
7034 437 164
3139 7120 -959
4388 1891 -786
946 1551 -353
3389 4633 478
3299 801 -787
7840 6198 -981
4282 2369 -945
465 3938 664
763 3170 271
5937 2753 -781
7418 1703 729
6188 5975 -745
198 4910 -604
430 243 -706
920 792 571
3002 1924 733
4246 7362 929
7465 430 -95
1396 2499 -449
6491 1872 -88
4043 3338 464
3980 5454 797
2467 6494 -993
8029 3962 -314
1820 1940 925
84 694 -240
4312 6582 -294
5178 4254 590
2193 1915 82
2503 760 -385
6411 3393 -480
3024 51 783
912 7977 -916
3344 692 -618
6719 8192 801
3147 4963 -966
6973 1046 -296
506 2885 904
1799 5404 33
6489 3865 -764
3780 21 -473
336 3389 903
1524 4448 82
7307 2920 701
7309 1290 -593
7156 4189 -809
6677 6097 902
6158 3473 -51
7342 7207 503
6312 6832 935
74 1076 -978
5311 418 762
8088 1540 -698
5466 3634 591
2184 4146 -725
3912 7048 -144
924 2542 509
6760 1527 -444
2199 6983 -832
7842 991 48
4184 2216 -88
4950 5829 -774
69 3089 551
3650 6286 -329
5397 2648 780
2307 869 -717
1262 2420 -542
8152 6610 -947
5958 5839 928
3887 1152 -943
7843 3998 -446
4603 7208 -422
6608 1622 485
3169 4887 -257
8175 5799 -49
4929 6326 656
6717 3337 573
7358 6529 -605
8075 1198 -25
5401 7851 815
1897 1484 923
4670 3422 -690
1227 3032 -886
1932 7087 -428
831 4528 751
7791 1771 283
264 8037 -291
5739 6208 152
5223 4479 -210
3014 904 -311
4945 6792 189
7339 2844 -561
3444 3681 -346
3339 5588 -782
346 3718 558
390 1326 745
6241 6954 95
7208 5797 -241
7557 388 87
2316 4660 -307
5111 4530 -780
5852 3907 811
1640 3363 -722
1986 6289 156
39 5265 818
3642 3079 -312
8163 4805 -810
7114 6175 426
4492 6968 -304
3780 3017 595
5865 3142 -223
8049 4938 226
5507 597 -44
2884 429 676
3521 1124 -195
5064 1160 662
1378 2033 -182
8231 524 -18
7762 3055 -26
4837 6647 -623
7146 4760 -672
5055 3026 -927
1562 5976 840
1450 7968 -10
839 5195 125
7282 1999 -241
71 3695 679
4842 1967 213
7358 7177 -738
3540 5576 983
5267 6405 592
2075 6804 86
4850 7175 698
35 5523 -538
6937 1811 314
2138 7154 927
8024 6996 -724
4982 5933 482
3193 7652 -81
5822 3936 721
2854 4953 -866
7795 683 -687
4708 6596 -384
1929 5250 682
8158 2806 -494
8154 3845 -985
7940 6330 140
5224 707 -726
2816 2351 -33
8179 51 -327
7667 5269 -952
6304 4719 771
726 7887 24
3534 3615 -714
4839 7314 -642
5251 3571 319
3796 2607 703
7065 3195 -780
4748 6109 -874
3460 1502 397
390 6936 -498
4671 8073 -2
7901 6689 414
5964 6051 -320
5497 7911 -928
1934 7924 814
8081 3669 611
4088 529 -870
1419 1216 608
3872 7143 428
644 6770 341
4437 4281 44
6669 5686 503
2562 4161 78
6757 8006 -390
3264 2088 875
4775 5748 -994
7463 646 895
6132 8184 988
3344 3427 224
6835 5858 691
6776 2429 39
1259 8084 -728
2415 6549 788
8062 3652 -484
1133 3546 792
4443 3020 -105
1155 8028 -360
2514 4724 688
3710 7961 -602
3298 5998 -50
1778 5254 -275
7084 7435 -729
8169 747 136
1123 5418 780
2351 7056 -34
240 7814 -435
1570 6243 -846
1432 6115 -647
5714 5112 -909
3568 6563 -585
8193 3676 863
160 1080 444
3959 1662 166
3759 6892 451
6117 3893 559
5656 8246 -560
915 1523 766
5763 217 602
3983 3510 -432
4504 4769 -135
5120 2968 245
7557 6450 -660
4592 5517 258
6698 4808 -176
1503 5038 -928
4953 6187 -243
3993 2125 496
2063 4300 -79
5974 3654 684
5034 3502 329
3596 3101 44
3597 7453 -375
113 6891 340
6308 1913 -603
4540 4269 663
7180 6216 -145
286 6336 386
2079 5673 980
4427 6605 935
6700 4084 -546
222 2534 934
7841 7211 -333
5827 6561 -916
6610 5110 -931
3505 1715 505
4827 812 699
2130 5842 572
3730 2890 -835
6482 3284 -574
5123 3857 -634
894 1371 -675
3947 4856 -893
4327 4358 151
257 5512 -346
3564 1848 -681
889 4940 251
598 4803 -585
5240 6488 -365
8038 575 -723
8113 737 366
4000 2640 -625
5300 1448 -372
5115 3279 99
2359 6603 -985
2347 4208 17
2014 2409 -977
4916 5549 -469
4000 3957 999
7085 6121 828
3414 253 856
1710 862 -399
2326 4693 808
8135 6035 -587
5041 8199 669
5552 4205 -584
640 6233 -758
2783 2759 -797
7800 3201 -260
7642 7800 -642
4687 7747 177
7147 7090 -268
1045 5708 -343
2916 4463 928
7249 7179 -241
2497 7956 997
5535 4101 -762
2363 4676 489
5115 1324 439
8124 4848 -688
5272 7372 818
7478 6733 -283
3708 3346 204
4146 6637 320
3714 6243 713
3268 6088 232
6265 1902 838
1269 4673 138
311 2656 -967
2267 3630 688
3951 4719 813
4846 7810 221
2774 4446 -529
2680 3850 -216
2429 2522 95
1979 2201 -148
7493 4216 294
4719 7592 -647
5361 848 -918
4815 6231 -901
3618 5860 975
2027 7089 -978
4404 4348 439
7338 3456 201
500 5329 103
2739 1883 -755
717 1707 809
6516 6953 147
1165 3729 245
2268 2646 -334
7964 4743 328
3133 7873 -259
1037 502 697
3232 6785 -275
1049 5997 190
894 2486 805
1636 3963 58
1875 7732 -714
5049 558 -245
202 7923 95
2050 5157 68
1626 7099 -131
3748 7428 119
3999 1688 -86
2978 8225 311
41 3403 -93
6620 2570 -108
4501 2236 -175
7070 3752 -556
7801 1983 -640
7081 3180 642
658 6536 -67
3918 7497 -921
3492 6773 -9
1442 4054 -421
5786 1178 829
224 8211 804
6299 892 -689
6236 5711 674
974 2576 372
6913 484 12
4250 1131 437
2825 7112 86
6997 1652 83
4467 87 821
5040 7032 -463
4139 366 -170
170 2608 455
4520 672 -488
1022 1499 -74
3670 4868 398
3751 1042 -364
907 1621 -647
378 6123 -275
8168 3639 894
7667 907 -858
7903 6731 -448
4058 5984 -453
1185 5794 509
5579 6355 805
4865 5362 -855
4204 3330 -510
2806 2140 17
5301 6208 477
7913 2173 991
3540 76 142
934 8094 -19
5217 5478 -668
5782 1080 -844
4421 394 431
2944 7382 -298
7389 2395 -422
4703 3171 -731
5356 2584 146
5937 6128 -101
4436 3721 -92
2910 621 343
6357 8088 -90
1885 6150 355
1225 2939 261
5297 556 -314
7248 6812 295
8097 5286 361
2421 2393 -132
833 1502 -205
4162 4782 -205
7471 7010 -47
6523 4035 716
630 1686 -56
85 5375 -666
4433 7877 969
343 4283 -708
7712 2208 500
2597 2236 351
707 5437 -573
137 1663 -23
4944 1134 -165
6053 3297 -848
1084 5223 -571
2995 2072 229
2746 2203 -936
1761 1127 506
6005 7032 648
5167 3227 313
5365 3115 -821
1308 5244 -891
3309 5711 -978
8240 7530 445
4049 2698 -982
4581 928 -857
5993 3029 755
130 6414 173
6079 6545 -51
984 3607 869
7711 8148 -470
5523 878 -847
153 212 -78
4800 6716 -113
8030 2153 -5
1212 5440 -188
6244 2515 173
6949 459 196
7817 1596 -969
7146 2414 -282
497 4781 223
6478 6092 -661
6339 2794 -114
1708 5822 -22
5689 6410 989
3060 509 41
2465 3563 -142
7967 6539 -615
3301 7 -100
355 4300 97
5168 591 -954
167 4889 -789
2771 4268 62
898 1003 -233
1910 3518 451
4705 4022 105
5876 683 385
8249 367 630
1569 5492 -503
4916 2249 -540
4749 2895 537
2140 1656 -354
3085 7627 -337
5179 7545 439
3333 4748 -868
4677 8092 759
2889 7676 250
968 1811 791
4980 6829 -437
6827 6479 125
5999 7292 -713
3620 7943 -145
4891 2735 -603
6167 6823 462
3745 7748 315
6662 811 -482
777 4196 859
6242 1967 -498
7368 5736 221
7303 3352 -622
1849 4445 928
1392 7690 598
7206 6000 919
5176 4862 -409
2932 2561 -449
418 1933 -542
2059 2329 -578
7535 95 438
4052 686 701
7349 2690 794
896 254 473
4371 4576 662
2640 5414 272
209 572 134
4818 4325 255
2000 5038 -919
6517 7190 -211
4053 5007 798
7376 5898 801
6452 2619 -384
2672 2241 -676
2762 43 -783
2181 6267 -638
2618 7967 -867
6958 5206 911
7430 1469 117
35 1603 -176
72 8137 -411
1378 3231 -260
1405 1003 845
2540 2238 -845
863 6863 912
8050 4889 -826
6342 7720 293
6372 7162 -45
5413 3444 -198
4134 6180 -307
2090 2135 -555
1811 3420 -207
682 2124 -295
5844 2003 289
7971 1409 933
979 6847 393
6244 7326 -522
5751 7067 -530
5119 6710 -437
5885 6061 672
1447 1273 716
5444 2136 233
2658 6615 223
8016 6994 -662
4577 5387 709
2788 276 -691
3596 3462 -882
8004 6578 376
3236 4263 422
3001 2956 -763
1054 4724 -389
2467 3420 26
8117 589 205
5099 7739 627
647 876 161
3983 1800 774
6390 6003 -204
35 1179 -525
2391 897 596
231 3896 639
7798 7245 -759
2593 4813 117
4830 2843 344
5563 7044 147
6088 6767 -966
3011 1851 49
55 6775 -697
551 3239 684
6580 8234 649
4808 8134 -592
457 1878 -252
4865 1204 -471
2099 4631 -183
6792 6297 75
5787 1476 -205
1104 823 -537
6585 7744 -52
6890 6387 139
1440 7466 -4
5397 1408 -452
7377 4847 -471
3976 6419 979
6155 6504 312
5517 6119 708
3213 4949 424
4593 1132 -423
7453 5810 -574
923 3495 942
4486 3996 509
5808 4427 110
5003 4102 -872
5906 8205 802
4025 7866 -627
4329 8005 92
4220 4275 -439
2855 2816 883
4117 481 -651
1228 7651 673
879 4799 -369
1669 2179 343
4050 3264 444
2288 5554 869
5056 6942 -316
7574 6004 -85
1225 7170 843
2443 6921 -397
1306 5538 162
5303 6427 -890
6101 3311 736
782 7268 882
7863 2077 -269
335 663 -660
4544 6234 -646
4743 3623 -491
5786 6505 -605
1308 3347 428
7360 5159 -889
4631 3339 -264
5806 5670 -297
3091 3830 701
3020 8007 381
7684 5366 -716
5655 7785 -78
2422 6642 -792
1702 7170 -927
770 4445 334
7574 7930 878
5001 5627 293
7708 4464 -277
4801 875 -269
8062 6431 388
2157 1447 -494
2220 7311 800
4607 2660 402
3867 793 -840
7777 5481 -766
1209 2830 -895
6460 808 -143
5698 5467 832
6599 6669 -993
5599 4757 264
311 7929 598
664 3167 -687
7250 7907 414
3941 1756 -353
3977 3207 -358
1641 4961 550
6754 4276 -790
1548 4269 -493
1967 6880 -386
2230 4289 945
1290 5787 -919
4381 3410 485
6002 6330 -638
1359 196 -625
4522 7286 -565
3354 6170 938
3081 5467 910
6085 5909 178
5817 8131 -706
1539 5123 896
8157 7840 -875
5778 4590 897
1093 3578 14
2235 2380 445
3889 2124 254
2325 1081 -231
7125 3696 -691
3313 4886 304
2207 8236 -617
3935 4791 678
1774 7460 -691
7828 3867 844
5431 2584 849
3455 5247 200
2392 6845 542
4448 7568 711
431 7047 -442
2797 6597 -280
1553 7171 264
6556 4805 -987
4783 4427 931
7713 4807 -482
982 3076 -622
1227 3438 777
6649 3697 -65
4181 1748 -63
6535 7116 122
1950 5987 168
726 3198 -11
1137 4085 101
29 270 -293
2055 1529 409
153 5442 -811
5283 4640 207
3546 3930 977
2401 6189 419
5847 4827 936
5438 2999 340
6996 1709 -892
6586 8061 -762
596 7250 -593
4 4347 352
4799 4048 572
7461 4416 761
4694 4642 -834
5541 1411 79
5233 8075 -571
3595 3322 122
2675 3305 339
3662 5318 -864
2495 2621 368
6892 1922 -75
2743 4644 -24
2278 8183 720
6613 8146 -665
4684 1381 -556
1955 7747 -21
6367 8090 871
4148 7652 -683
8050 3501 157
3417 3660 -333
3999 1652 -847
5063 2226 -154
2115 6312 -818
2610 7118 -506
2778 1186 -588
2869 4976 270
5650 8245 265
3797 7411 -171
7934 7853 -66
8243 7095 -127
7984 2570 -369
5486 2302 -776
1939 1019 550
1852 4867 -32
6089 11 -494
3918 644 -451
3569 1991 -803
6171 3849 -734
6390 91 -192
3099 6412 681
1357 3228 -400
887 6290 681
3162 5176 -90
5593 5633 -621
1686 3410 -113
3489 7881 -367
640 4907 918
4704 2315 -517
7224 5553 -640
5949 279 -752
6365 3286 742
4369 7398 486
6851 617 -472
5248 3674 92
5444 1743 237
4485 3810 81
5736 7854 421
6223 1872 -704
1874 419 -777
1017 7838 -662
552 2587 206
4649 8193 767
3802 5975 -531
3238 1902 711
606 5339 738
5863 7284 -680
3106 1616 730
8061 5409 520
2834 5667 800
7785 5855 275
3555 3553 891
3774 187 515
7294 3582 795
3994 2763 914
141 181 71
6999 4053 -383
6944 4711 -317
5367 4564 -904
899 7769 788
8190 6965 -331
2281 3285 -387
3562 1838 -982
3628 7043 -359
8129 4815 -200
1374 7273 -691
2715 1920 230
8212 6107 91
8179 4672 -502
1300 81 -331
4417 3142 456
4752 1082 -70
3936 4615 903
2099 16 -313
5879 8214 753
1688 2329 314
3884 901 842
7863 7323 66
1792 7240 369
2922 5133 -506
7274 6137 239
5226 2756 -753
5359 3353 -370
3927 3171 366
1793 4381 334
7643 1141 460
6653 4441 678
2637 4078 735
4487 6848 -984
