20
852 987
111 858 -276
661 193 -789
837 803 465
527 504 977
616 114 -417
819 658 71
776 74 -934
623 461 253
654 205 742
360 159 -281
747 305 137
229 796 687
713 197 233
806 826 -633
11 867 -918
63 213 185
296 48 276
360 669 405
526 258 88
56 343 -573
326 340 513
544 51 155
837 453 -647
813 111 -912
229 377 -531
319 21 -742
443 622 -2
771 580 -261
809 88 -546
212 263 174
339 215 -618
309 605 -829
760 460 634
395 483 -218
789 689 -776
194 227 162
617 758 664
278 545 -631
321 219 -103
602 173 -802
53 296 -571
140 53 482
892 296 -163
113 617 526
871 560 -752
139 174 214
483 443 -686
79 779 428
879 392 213
365 718 -969
732 690 -701
514 306 -150
335 653 -362
688 792 -108
556 359 403
470 721 639
769 41 985
362 567 943
835 656 -350
830 719 834
805 565 -169
449 742 -828
170 860 754
73 296 -696
238 39 845
824 474 -82
141 202 24
617 140 717
204 200 228
57 701 901
151 180 -329
846 115 -654
663 618 767
292 566 895
61 719 -958
247 706 -897
218 338 -578
687 212 -629
217 764 -715
286 297 -328
363 822 974
466 189 -165
478 315 361
292 193 -190
197 442 874
273 480 990
660 611 229
366 488 179
279 721 -877
806 299 623
8 551 -773
156 178 -250
319 200 501
163 174 624
622 444 -1000
18 579 -128
188 423 448
674 213 -420
335 348 -742
584 692 764
844 735 687
742 645 -666
370 478 717
372 519 908
440 517 142
450 77 -782
424 403 52
712 316 635
182 317 177
642 392 393
315 76 199
776 69 380
871 250 -963
797 567 -351
803 802 -577
758 56 996
788 9 254
625 517 -302
413 315 -493
338 740 804
782 481 140
823 839 744
107 514 -587
815 3 -1000
384 744 -579
667 335 924
36 101 -329
524 702 660
659 556 -650
797 212 -571
254 767 833
635 286 141
673 840 272
131 623 866
307 167 371
726 824 55
477 13 -228
653 873 769
311 530 435
577 793 -408
808 250 -384
537 555 -504
356 468 90
676 686 -918
313 60 -108
140 610 -772
347 796 -340
333 735 982
642 587 729
632 47 -379
491 674 -8
420 259 143
218 232 -579
762 144 -245
386 227 800
607 80 565
158 726 587
652 119 -606
176 306 658
811 168 -509
193 59 101
131 16 982
417 748 137
65 842 555
391 747 197
280 376 -222
442 434 370
409 684 742
828 465 323
173 25 915
588 448 -84
847 116 -646
290 348 -576
167 677 728
481 248 720
598 760 -127
110 64 -346
781 593 856
206 373 -98
139 763 702
139 95 382
392 884 -822
849 310 -453
299 58 401
693 187 -399
255 518 -557
311 417 56
19 453 -122
395 216 149
396 253 620
704 485 -102
3 229 476
78 763 214
716 546 110
145 549 924
185 137 -694
382 263 728
387 378 -408
423 591 744
607 888 395
817 152 508
137 311 409
667 824 321
215 32 -719
326 617 703
448 465 988
317 767 -881
167 318 -204
285 179 -921
478 662 -956
876 312 226
178 799 568
446 243 -752
693 643 -753
225 509 -12
364 843 524
792 343 224
196 780 83
240 25 160
525 186 -626
611 886 539
273 670 -396
91 202 471
700 567 -172
736 480 79
533 99 -331
252 530 -944
527 741 836
73 63 425
702 299 667
82 794 976
875 340 259
44 583 -438
765 255 -189
866 243 375
994 927
633 390 -970
176 76 -109
236 918 606
722 693 822
489 557 -425
283 231 245
423 217 -320
926 69 102
880 798 98
282 546 -803
853 490 320
27 888 632
970 840 -601
519 585 -37
665 744 -779
736 956 -155
242 709 867
883 924 -793
114 958 -202
450 327 2
977 780 -813
528 460 463
778 339 -489
901 841 -932
205 452 757
194 5 972
912 987 -855
444 227 -912
829 230 64
859 401 -504
903 172 -250
474 15 661
906 300 -775
120 437 763
652 697 874
524 738 686
484 262 671
642 618 -544
353 815 -66
321 105 387
870 50 512
38 918 -121
426 270 294
632 278 -156
331 83 -97
264 529 927
764 279 639
417 506 419
624 653 -389
694 191 -256
591 725 836
469 776 -692
801 419 -777
380 666 -881
354 269 157
357 334 864
253 226 168
409 603 802
719 875 -634
444 786 400
83 319 979
248 353 851
282 363 -723
699 697 -361
733 246 -553
760 626 677
988 693 840
426 361 -359
319 479 87
247 753 47
171 508 251
750 710 -981
334 108 -869
768 144 -763
955 142 911
325 376 590
374 154 170
593 346 -333
455 932 474
208 74 360
532 1 756
446 734 -500
217 96 120
895 793 166
196 94 161
385 48 -280
744 954 320
550 914 866
354 940 -248
897 187 206
848 812 -656
150 806 -961
378 703 730
915 963 -154
744 590 291
106 741 -514
718 178 -180
39 191 -549
460 958 47
150 105 554
47 879 -394
291 701 614
574 756 929
309 539 -504
321 985 -964
852 124 -875
603 544 230
667 682 -601
560 970 301
734 976 -302
909 832 148
454 335 501
126 507 784
32 146 453
452 72 -652
235 326 -249
421 61 -199
360 421 -630
16 270 -576
222 413 -339
791 817 -415
825 992 -182
640 245 -509
864 916 -114
745 703 601
603 863 949
194 776 -942
845 648 -104
105 422 -152
35 178 -824
571 69 109
447 333 -118
653 529 -945
825 879 -430
913 631 469
667 155 -515
64 969 945
917 870 -536
974 330 204
11 947 53
844 735 -467
97 322 -619
973 833 -983
504 849 -485
296 630 580
990 870 -283
912 628 -41
944 526 454
154 434 793
563 57 -273
583 726 449
642 140 -552
756 166 241
860 185 -685
59 408 -924
172 60 51
281 512 -703
770 187 846
622 139 64
650 807 -890
846 106 -196
790 659 24
272 798 107
231 914 210
864 584 423
778 198 -478
546 246 -978
544 837 139
729 81 -291
324 994 -975
492 364 660
673 813 -532
168 795 -507
15 760 281
189 209 -63
816 429 839
458 805 339
453 870 -353
680 585 -194
338 455 -315
247 717 -428
199 726 883
351 253 823
94 714 656
425 278 -184
266 47 -805
833 444 -249
40 43 82
760 966 -806
882 248 616
992 415 260
320 180 -628
7 638 -162
400 330 -190
85 862 905
465 194 -155
451 879 553
694 218 -435
102 907 425
333 533 601
262 204 -765
949 386 798
647 333 -962
563 622 742
42 346 -163
796 260 -957
672 99 377
164 554 -835
581 546 156
85 735 441
848 568 -193
621 728 519
252 896 -220
183 78 -353
123 565 -711
889 149 -603
676 12 240
521 213 -869
40 497 -760
180 206 374
967 290 -674
817 876 595
732 911 -898
303 188 -661
543 775 -956
847 311 855
224 968 258
462 274 -883
164 179 -200
211 923 -198
300 815 -728
215 464 -915
446 89 -30
508 757 622
948 449 22
107 88 0
530 752 -702
951 158 -546
122 992 164
9 664 402
954 431 167
662 82 899
65 214 101
566 407 -852
681 840 173
15 672 -984
721 765 -652
919 568 433
963 956 862
610 292 -821
177 416 698
597 851 -928
544 948 218
456 746 246
481 385 665
177 58 842
867 716 -254
489 276 -633
40 701 18
276 918 921
3 751 162
203 375 192
203 314 -615
123 801 693
515 243 -888
511 816 900
105 966 227
309 813 101
573 691 -920
780 418 55
49 2 441
814 933 91
666 416 -879
255 12 -902
57 557 -758
668 434 -403
311 637 -244
801 19 -312
732 46 471
611 363 -864
578 56 -879
402 730 337
147 545 831
955 808 -41
459 30 -93
857 632 -311
352 504 -754
877 565 537
923 560 966
789 156 96
36 50 -998
797 791 -980
766 971 271
684 131 112
951 258 -661
407 836 884
737 30 537
643 337 -747
316 208 -998
607 699 245
666 305 -789
986 107 -985
580 403 -956
765 801 138
829 701 242
212 259 249
969 646 -350
613 431 -6
124 90 -495
539 848 581
276 789 537
857 102 635
825 672 817
448 539 925
43 942 395
649 147 -739
122 183 -742
266 620 -258
15 388 -706
993 478 65
128 241 313
93 967 -487
662 301 -199
605 729 -267
949 950 -990
217 896 293
160 933 -349
442 918 -586
818 302 479
885 4 705
715 497 -902
781 645 -664
189 647 -985
165 144 -871
726 488 -668
15 214 -789
291 613 -324
451 713 458
636 687 1000
163 960 -443
631 329 -830
327 559 -753
767 236 848
634 784 -982
632 455 -780
504 742 786
243 325 -144
407 34 -945
154 259 985
322 967 60
11 923 -755
259 93 261
373 44 834
170 656 -626
933 641 509
710 565 298
562 704 651
756 168 142
262 8 -499
522 831 59
696 707 136
836 297 925
427 157 -731
553 973 -128
645 809 553
95 392 638
727 796 -343
735 564 -930
705 56 -761
467 449 -923
760 318 395
657 380 523
543 695 229
761 659 468
218 135 -713
474 447 788
865 657 564
296 744 623
676 202 -645
510 181 274
989 502 250
409 560 616
384 676 -212
455 991 -373
333 296 -939
706 89 748
609 673 513
978 502 394
418 430 -833
517 20 149
964 986 788
959 870 -479
790 807 779
20 918 167
303 389 -302
227 83 659
719 646 -254
485 484 695
408 185 434
141 787 947
148 141 14
904 144 -579
26 746 242
46 196 987
844 170 608
319 696 -369
889 313 -312
769 790 -573
672 193 958
624 667 879
311 544 1000
370 172 486
450 897 -512
20 861 765
507 560 -28
712 979 -233
773 525 153
933 622 303
654 29 -989
704 449 630
919 262 290
435 364 730
554 61 -313
559 493 323
543 908 196
881 928 -77
427 598 332
145 473 -122
128 244 389
922 660 224
102 873 296
192 421 516
720 917 -441
91 672 712
135 636 -667
66 380 -787
858 527 -261
723 612 -274
804 415 -996
780 265 -325
333 517 -343
72 142 233
770 236 107
192 61 167
934 762 261
652 14 -256
275 632 110
774 348 136
4 656 -970
96 430 -148
587 975 98
825 289 -572
118 589 62
821 149 434
387 843 671
202 540 -620
743 231 -595
163 426 -563
898 231 -278
445 919 386
694 502 727
544 211 -73
282 830 -877
294 473 217
110 860 -707
850 79 350
300 94 -392
190 790 780
883 516 706
976 42 812
744 990 902
151 771 852
35 162 661
380 294 -356
500 724 579
318 256 -117
721 129 198
881 961 -543
886 163 -159
426 975 381
138 567 714
875 864 896
113 749 413
407 587 920
338 142 -651
689 123 312
92 366 -929
883 741 982
501 735 59
443 189 -293
825 453 595
291 978 -342
293 21 -682
366 835 412
611 898 88
62 957 806
774 500 495
609 887 -222
590 927 -69
16 500 -459
285 801 666
941 785 -516
949 750 -297
820 879 -100
142 48 437
733 852 -140
523 64 770
239 362 157
815 793 -367
89 487 -958
909 655 210
532 958 896
571 850 54
702 908 167
594 662 938
993 575 -888
19 124 -523
971 824 -626
75 441 -317
841 478 -186
806 103 -241
505 268 -24
692 937 600
587 61 328
370 612 797
622 372 492
473 111 -504
562 367 87
529 28 -968
322 659 560
980 307 716
342 159 508
444 421 702
28 173 -947
690 679 -86
944 362 433
102 945 125
752 321 -732
717 605 384
634 469 394
679 484 951
12 772 -125
736 653 687
329 61 -300
378 943 -17
148 479 292
110 168 165
541 899 -38
896 456 768
239 50 886
353 657 -581
263 615 115
610 267 901
469 852 89
739 165 -989
169 163 584
337 540 440
673 899 43
955 138 -263
939 768 814
818 641 177
987 20 -882
563 529 -374
513 39 -506
897 606 967
916 267 769
556 810 456
606 585 846
968 86 647
484 517 -720
402 566 -842
247 338 -593
878 442 -543
587 812 592
904 254 836
306 458 -269
937 969 421
497 887 946
553 215 329
424 331 -830
943 985 541
163 244 -711
205 952 429
29 82 659
349 590 260
627 994 -242
896 267 339
152 410 497
519 492 -442
968 273 77
788 566 -838
650 831 -489
793 823 338
6 57 -478
885 472 -325
392 425 836
795 605 405
728 672 839
477 151 596
395 725 597
412 704 -805
878 542 -732
684 809 334
974 820 -182
417 232 847
246 65 -434
819 849 -659
245 825 -835
236 979 89
626 393 -72
469 840 619
470 881 -666
27 482 409
815 531 -513
694 269 -473
854 115 619
737 917 -485
43 977 -869
339 172 248
203 944 935
124 623 -536
222 919 515
683 652 -511
178 8 -460
249 701 -537
696 635 331
875 555 167
5 489 -400
385 616 -570
191 582 -672
396 740 -770
673 249 625
124 677 -339
827 353 756
492 553 -523
139 863 -22
119 848 -710
260 375 822
271 381 725
920 831 7
635 189 -124
845 290 -240
130 4 372
291 814 -831
548 667 426
638 354 -954
477 417 840
385 763 -492
647 532 -350
641 90 -637
615 755 -308
722 699 -944
433 126 111
32 670 -52
245 41 51
284 359 -97
497 626 676
912 132 -134
46 828 999
836 525 -26
18 153 78
239 683 -613
119 617 182
407 213 645
888 51 -434
919 792 -345
461 727 269
649 907 -810
7 624 -497
452 344 -87
90 833 447
878 299 504
295 810 323
377 958 436
669 332 -291
531 657 -423
141 918 940
668 653 -389
514 477 -544
93 144 -479
93 930 400
339 425 -428
420 683 -588
911 387 245
648 822 -506
345 271 -326
118 283 239
764 256 -721
146 767 -407
815 186 -855
253 431 387
260 9 -591
593 206 597
835 228 -308
497 986 838
657 155 230
657 847 560
681 641 331
515 452 677
950 38 99
911 325 585
907 427 724
75 748 189
255 753 255
490 638 507
67 339 -366
471 633 -411
18 718 -992
635 357 -773
558 285 -182
434 284 -86
578 400 612
254 256 786
50 419 -670
982 856 -683
727 488 780
795 679 -206
116 276 2
931 856 396
684 196 -795
99 425 133
243 289 529
877 211 951
194 835 159
840 891 0
562 424 589
552 80 -108
314 319 -95
152 51 -638
404 186 -682
152 39 -590
368 367 -998
263 80 676
364 548 549
335 47 -198
697 80 24
261 269 -438
641 443 -668
263 110 720
123 756 354
380 761 910
480 668 -997
348 322 -572
235 845 -162
637 142 -389
228 161 -186
64 975 -890
148 849 -901
596 382 796
293 197 525
566 676 455
455 394 -592
560 844 -434
380 284 141
854 879 739
590 541 -565
567 12 -710
539 342 -621
636 280 936
257 246 206
743 218 -527
850 394 306
584 275 954
639 875 -718
804 816 926
823 810 831
737 14 -925
129 575 -595
938 735 -387
490 579 248
401 655 36
667 441 327
427 399 458
56 413 458
511 2 603
511 381 844
865 788 -898
288 173 -616
113 293 110
27 552 -186
393 665 852
765 192 890
684 550 -893
295 36 112
936 982 -976
614 966 -745
270 253 -188
549 692 362
552 462 427
849 46 285
203 647 -30
93 75 -609
155 153 389
755 747 -152
320 825 895
607 474 968
498 841 -355
442 689 308
244 582 907
465 967 -863
831 735 535
249 226 -549
380 911 162
231 975 -858
65 181 -13
475 56 981
679 473 735
947 311 966
745 641 379
347 398 -514
870 495 384
544 253 361
745 863 -983
291 367 -371
794 183 327
842 442 -322
272 251 225
850 727 761
566 664 729
674 547 -130
937 223 706
970 737 246
186 502 440
614 664 -232
372 247 874
224 152 92
807 667 568
708 119 278
993 946 51
294 636 -651
731 383 -494
29 320 478
422 565 994
139 587 528
436 286 675
905 552 -430
191 309 -124
309 544 -376
880 756 -441
742 843 -221
19 908 974
238 102 64
332 718 -265
720 845 -247
700 543 38
294 430 238
64 808 847
916 449 259
631 755 -573
925 728 188
774 421 -707
458 197 317
917 446 752
486 238 172
691 690 201
541 278 90
170 654 -391
35 878 155
787 963 -948
670 689 -300
230 426 553
904 990 560
462 91 -774
161 342 22
296 459 74
63 398 413
989 730 56
335 238 9
700 745 478
840 271 577
432 259 -692
269 20 -65
178 771 686
751 257 970
658 409 710
195 539 -98
74 72 56
871 501 -723
963 797 -23
403 521 -834
686 423 -989
251 919 67
201 406 -354
969 476 -33
48 430 76
212 103 -547
43 337 -178
692 115 -904
965 716 -442
509 926 465
500 940 -312
395 367 961
846 666 -404
413 569 119
600 651 19
21 915 579
664 572 494
66 95 -333
742 415 -907
261 321 -616
858 571 -296
278 785 -216
659 514 -176
563 847 900
755 75 -157
37 539 -118
455 128 -92
714 471 -365
899 106 302
487 693 -155
426 163 -429
600 530 559
380 152 336
985 52 254
198 804 -615
800 542 -964
836 415 -150
123 922 -457
338 826 -65
108 260 -107
15 117 777
776 646 -219
843 402 -83
561 192 -47
304 29 236
989 946 -637
984 341 761
849 807
440 408 -354
716 114 648
441 485 751
410 624 -108
833 130 -164
102 449 -911
296 327 596
47 307 193
342 467 176
627 289 5
174 786 382
610 122 -532
797 415 418
546 305 44
17 819 820
305 394 388
402 615 659
203 383 263
232 536 -275
664 849 768
427 72 -772
23 326 -405
207 442 -576
181 95 -859
230 640 656
757 550 -32
671 661 -527
621 248 -367
403 314 -997
718 202 772
419 59 802
640 548 649
167 592 405
449 815 -269
105 532 -360
711 673 -689
157 750 794
612 464 782
684 742 -355
596 387 -550
290 808 -753
412 793 -174
236 333 -924
266 307 -611
813 390 264
817 719 148
171 57 860
671 568 -195
228 102 782
134 62 -978
101 173 -135
489 796 641
83 135 -96
841 563 889
126 779 748
539 736 920
345 447 24
813 152 636
681 734 55
218 158 -569
84 212 898
642 732 -438
244 82 -356
337 122 933
77 478 92
299 34 -951
384 171 968
21 315 -725
45 211 -97
160 143 -789
734 132 342
776 819 -616
808 359 -793
485 501 -727
477 360 16
8 400 731
361 622 999
691 167 332
377 758 -44
115 746 -202
466 618 688
382 728 -707
368 302 929
59 528 741
829 616 -956
337 260 569
325 736 -600
689 298 453
57 275 -779
5 515 -638
348 45 -833
771 208 973
287 678 -970
175 90 116
503 54 -780
761 814 -144
305 153 811
202 372 -537
267 150 237
355 74 719
817 234 -195
557 43 -698
305 675 -475
47 643 204
169 453 -843
26 766 -32
834 490 614
18 172 525
730 144 909
584 805 507
753 680 518
325 723 -24
473 245 -167
183 834 -303
394 230 -711
416 363 368
108 731 -824
566 325 459
75 621 15
582 657 -941
777 677 -364
772 662 935
233 612 -373
784 201 713
170 828 -772
603 663 209
329 849 704
557 96 -849
790 155 271
380 826 333
502 822 -622
9 548 376
245 297 488
302 287 559
258 209 -225
845 383 633
382 516 385
229 735 -507
379 380 932
303 518 -251
213 554 -814
759 796 -635
146 285 568
499 371 220
269 35 411
762 465 -223
415 552 -974
11 387 156
524 742 -694
24 609 605
339 60 695
616 420 -694
430 18 543
281 248 637
233 186 68
265 395 6
454 230 -55
633 547 -83
794 722 -995
420 741 451
340 592 665
615 656 -214
641 128 -148
695 395 -978
483 176 -34
33 333 -944
590 421 490
6 759 -169
293 689 -115
629 728 502
216 823 900
198 226 -201
471 490 -262
425 791 905
807 119 776
781 595 -356
248 790 -634
276 104 -410
832 540 298
607 83 -395
501 606 -474
10 310 -482
86 235 401
297 441 -63
611 736 166
300 589 -652
196 217 -883
145 722 75
822 714 -775
722 771 572
233 518 257
534 258 -707
153 709 -845
266 820 -422
131 187 -23
370 226 -980
843 693 997
491 381 524
697 554 334
306 838 135
198 430 -812
195 632 -820
645 256 695
776 687 805
575 99 -893
357 176 -597
80 93 -435
366 690 -296
486 653 -941
514 665 -338
334 343 596
611 227 484
797 468 867
341 301 542
744 449 -754
67 12 -282
343 494 172
701 299 849
215 658 944
838 537 -700
342 207 116
675 804 89
95 157 -699
698 845 -205
117 85 482
356 419 995
299 682 168
81 394 961
62 753 -822
99 413 -730
442 68 -611
775 159 14
584 727 712
256 552 474
429 395 -910
559 688 379
419 622 -555
253 359 -526
248 318 -194
84 695 552
31 701 -650
454 357 -362
286 396 822
122 542 281
644 466 417
584 516 785
228 169 355
592 655 -872
516 93 77
516 256 -832
626 223 -337
340 520 575
163 406 708
289 839 871
165 337 795
829 227 419
115 513 123
227 514 117
694 432 -777
586 494 374
184 189 -28
430 356 330
777 440 -130
318 188 737
94 765 355
108 238 -854
493 228 -422
659 785 947
563 291 -992
710 598 635
724 806 533
137 677 -105
767 423 886
236 50 -781
575 149 -173
110 675 -127
828 706 -315
295 801 -298
480 48 491
370 145 381
317 648 684
790 563 830
485 661 -274
119 697 181
269 403 351
612 820 -431
341 124 845
343 417 -578
704 539 478
494 212 662
458 730 -225
770 640 540
90 759 678
703 476 979
311 299 530
815 170 -782
525 715 441
338 93 177
308 524 673
731 564 -127
294 418 387
518 823 -892
567 112 -773
104 213 -553
629 204 -126
39 12 -890
227 403 -935
442 379 -953
232 806 156
732 548 -825
801 321 -345
401 646 861
399 165 -990
367 121 111
613 807 80
793 331 -219
83 310 968
669 107 -583
275 568 745
554 220 292
487 186 -899
442 660 -413
790 386 -48
840 556 -962
553 284 -910
825 572 -595
396 720 161
18 809 -629
615 341 -973
465 220 -924
61 233 310
564 621 964
212 329 -305
592 322 867
114 125 444
420 178 -659
76 717 271
519 844 422
784 67 -898
220 523 29
255 554 -462
706 760 -826
87 133 447
118 258 65
96 530 845
616 332 -528
683 269 202
469 59 -712
77 690 -557
778 460 911
356 136 854
849 386 370
498 146 637
269 385 -595
205 34 360
411 676 -953
837 757 -360
163 611 -970
105 712 -384
681 409 545
421 727 420
573 219 321
561 840 955
842 794 -616
9 818 202
277 328 751
765 389 906
825 295 261
490 475 472
118 770 620
434 56 796
210 469 -710
607 656 658
438 54 637
126 805 -604
630 576 -778
832 194 789
660 341 -765
63 18 908
434 661 236
478 222 22
571 483 642
342 576 473
490 702 -576
582 571 -162
276 758 644
483 126 290
211 721 162
443 143 929
758 116 352
153 833 -561
435 764 976
736 384 -563
447 669 -159
190 229 757
54 128 975
23 818 -502
674 630 654
431 557 -220
811 666 -931
799 116 -970
292 678 -886
643 532 522
285 218 -960
197 314 -303
755 416 -179
373 801 -318
320 424 -694
30 678 475
782 504 -218
739 592 406
767 784 -769
327 507 -288
201 193 909
477 22 779
205 204 704
479 66 919
555 375 -871
679 543 -523
787 307 -526
389 387 -446
595 49 -953
51 627 334
588 836 -191
811 463 912
123 40 -553
301 245 -846
407 222 718
510 147 714
840 665 -985
400 416 -598
59 42 91
82 181 314
636 27 -430
664 111 245
512 804 -694
16 456 444
668 541 977
123 533 -989
187 687 646
532 792 -224
314 61 88
558 406 -652
720 175 921
241 732 151
437 402 412
819 756 221
622 195 607
114 135 -906
786 144 -600
434 160 -63
451 169 612
714 309 -216
167 244 572
539 151 -993
452 830 -807
31 84 -825
369 114 957
396 314 -122
111 327 -752
18 279 -137
201 277 616
482 394 -793
762 638 357
589 605 -575
568 643 597
136 793 -826
621 286 -183
96 12 -261
288 345 -947
250 366 -831
241 227 -662
719 770 -517
352 626 -216
834 422 702
276 700 7
740 555 -455
254 700 858
554 652 -562
60 388 428
362 799 286
639 750 -873
2 638 948
34 220 227
165 345 -509
791 593 -930
340 447 -154
414 294 -629
737 388 901
252 637 215
396 722 343
153 61 -858
737 710 478
106 227 -317
579 751 526
233 572 961
12 466 -48
163 314 257
385 233 85
199 13 -596
531 151 -111
96 420 238
227 450 -100
397 738 608
439 545 -137
847 660 -285
338 297 -82
731 649 -30
153 252 -620
202 663 -353
791 616 -983
799 289 -486
709 228 517
422 549 -510
245 707 -279
566 278 509
123 319 858
468 607 -89
10 615 169
663 192 47
427 228 860
607 695 94
70 259 413
759 848 901
566 410 508
470 115 -795
167 87 957
279 608 942
410 137 -497
638 281 276
34 444 733
47 535 -501
551 144 -934
540 651 -149
634 839 225
219 206 928
293 708 458
624 204 892
27 488 -378
34 492 -580
34 342 643
15 464 846
257 587 751
224 828 493
15 82 -148
543 176 443
349 543 -519
34 91 697
226 585 354
304 208 750
555 416 -262
307 208 391
836 72 263
255 181 -459
248 666 897
238 357 -325
394 653 974
82 26 -575
716 69 -344
500 538 55
387 286 -94
423 80 79
516 704 -692
350 501 -268
4 358 849
465 548 372
768 582 748
436 760 -625
340 607 -601
200 554 4
91 480 911
462 712 -86
650 579 773
605 198 -290
456 179 527
217 424 100
308 112 -618
91 54 -126
506 780 -413
426 89 559
540 131 -938
177 103 -597
735 243 186
770 474 30
726 106 -572
567 101 -946
521 499 168
751 301 -62
603 425 940
739 769 119
762 773 578
108 103 174
304 842 424
699 462 727
735 651 496
86 305 -994
56 58 -103
798 598 -632
331 749 189
485 147 326
450 143 892
51 839 600
248 250 775
81 774 986
776 817 171
732 21 129
668 124 49
314 205 -737
436 327 -466
335 334 -663
797 562 -111
768 262 704
300 284 -758
518 417 -607
330 145 866
429 785 237
643 596 627
519 777 959
626 519 -847
253 508 -232
379 809 -336
185 267 -607
792 785 4
490 301 -911
333 697 -857
748 338 -931
564 89 -581
698 157 -785
681 335 888
664 453 -273
234 842 -513
91 591 798
125 403 370
149 525 391
594 410 486
526 473 -26
405 361 -889
17 159 -517
527 47 -817
127 740 557
585 161 912
183 530 -697
846 688 879
396 832 -8
615 281 139
834 788 70
807 304 158
340 105 699
413 22 -906
2 403 441
80 726 -834
234 410 -307
691 346 327
655 53 -778
696 427 58
509 400 -743
185 621 -991
802 44 -145
638 273 -81
484 300 51
367 227 -930
459 252 -714
177 6 961
723 397 -223
571 363 -7
211 600 -521
116 88 -963
617 830 385
757 836 -869
222 664 -502
632 572 -653
135 848 -262
399 841 -392
119 125 183
183 508 507
504 696 -843
836 151 690
20 217 -558
611 90 706
510 391 -725
222 622 361
319 599 -508
467 456 340
525 21 -752
308 109 66
764 251 -128
814 810 -102
341 657 -187
491 390 -718
495 687 168
57 433 -263
737 137 300
486 670 -680
265 260 -65
255 688 -124
164 434 202
155 77 -912
673 679 909
496 368 -518
252 360 -73
804 787 -329
678 362 43
245 301 626
185 609 -127
203 678 144
14 685 -341
204 544 -185
180 457 188
148 4 -958
696 441 -858
547 484 -903
127 37 -53
16 478 183
135 92 -704
698 671 -241
198 315 60
761 491 -952
149 631 -951
144 701 880
306 449 629
413 264 161
781 617 -21
332 818 -274
19 590 -428
93 790 -208
305 130 -146
556 269 -684
411 12 678
460 671 -702
682 129 641
614 646 -684
660 405 552
246 756 -352
446 179 656
214 244 698
814 678 939
811 319 830
330 165 676
212 343 -106
145 458 11
105 668 732
89 703 -878
827 295 -829
596 380 967
91 44 -79
530 286 529
187 200 712
163 355 -89
561 699 730
532 389 -649
543 372 -530
248 8 -783
340 780 -263
606 111 -439
583 617 639
758 261 751
572 832 963
86 763 102
697 261 609
658 310 -494
528 763 213
784 206 583
762 247 502
466 91 -561
244 396 677
632 780 -334
644 102 -444
375 839 339
390 663 -195
601 244 205
477 30 98
225 515 103
165 631 -93
644 608 370
726 402 527
320 463 -939
586 587 442
409 62 222
621 475 977
425 108 653
44 796 -836
564 20 871
16 426 -727
305 486 361
608 365 68
257 48 789
9 748 202
609 689 585
807 597 467
99 605 -861
59 386 -4
313 592 421
706 707 706
379 322 751
635 391 -962
529 434 -247
333 507 635
415 673 -157
634 622 -628
282 101 584
321 825 257
487 633 644
781 388 542
815 200 896
78 645 -907
625 772 218
533 65 848
809 880
141 131 967
651 564 -315
219 308 734
554 800 -108
521 664 -622
336 343 -755
471 305 582
736 10 251
518 624 -711
510 471 798
658 170 -453
448 808 308
633 281 596
278 55 -152
244 649 -816
797 378 -184
77 471 -140
138 598 -43
467 88 352
666 725 -127
261 249 281
143 145 -29
772 751 -579
466 543 -532
34 504 -838
50 98 -223
225 516 529
463 626 -879
265 360 -514
510 802 285
723 382 -983
186 783 848
600 642 -114
8 349 -399
264 663 153
714 282 626
132 407 650
429 316 942
226 38 932
487 95 -553
121 656 -513
193 781 -361
153 273 -680
425 263 -365
71 399 -538
602 134 -870
349 546 784
707 321 -100
450 678 237
617 500 533
318 314 23
427 11 54
427 481 226
603 46 586
160 289 281
181 613 329
617 771 784
88 467 -449
575 795 105
669 709 -992
302 722 719
142 95 555
109 213 204
576 168 -650
596 306 319
74 797 -85
206 774 -229
649 680 -715
196 706 -258
186 341 395
151 705 661
456 506 956
176 8 204
284 604 -427
671 506 788
297 205 555
494 372 -809
537 195 -376
57 685 465
734 505 768
388 28 -216
805 282 938
645 157 889
421 622 966
143 76 -394
257 267 618
131 45 -329
331 164 -577
111 232 -966
152 557 -575
338 207 -780
40 37 -383
430 648 571
794 315 -885
556 807 159
329 405 444
449 599 111
531 411 672
205 393 -91
192 272 -983
529 296 -602
311 551 -776
715 173 833
589 808 -842
430 725 -717
744 281 354
657 296 -813
779 497 26
353 235 564
8 635 864
227 446 -560
802 698 734
492 406 -563
620 94 762
369 355 55
433 708 731
233 346 -812
264 749 -358
23 8 651
2 332 -68
242 119 970
617 389 581
366 517 -214
52 488 49
512 387 -645
425 12 129
243 284 600
163 714 769
694 808 680
383 738 -191
85 66 609
762 612 -611
627 679 687
129 305 -924
779 547 -558
278 189 -625
368 710 -230
468 56 -223
112 372 135
335 250 897
786 444 951
546 418 390
100 658 343
693 144 -733
298 470 -845
306 46 -762
684 578 444
611 152 711
541 136 -672
276 111 -809
525 219 -767
407 53 557
449 211 -432
626 77 -660
541 662 -243
88 579 -178
107 399 463
712 601 -457
482 295 -98
264 41 213
580 195 -403
55 95 -637
712 581 989
314 642 -29
310 169 926
33 289 282
176 42 130
504 793 -891
618 146 -105
686 322 669
645 247 -593
552 452 372
95 388 549
171 129 859
553 609 690
569 42 832
362 507 193
7 735 -664
748 591 37
312 315 -613
1 394 854
416 711 -589
748 676 3
808 614 -788
494 740 277
