16
898 1797
623 472 869
390 585 194
773 324 899
343 68 445
17 492 932
553 277 869
743 479 733
17 111 187
49 29 766
34 110 912
215 658 725
220 786 621
308 576 953
23 311 582
164 666 826
196 42 449
22 263 511
687 785 309
573 425 981
643 730 276
215 552 456
235 177 4
103 425 101
502 589 593
139 583 548
573 354 166
317 365 604
767 186 698
604 677 625
548 491 910
619 141 169
338 620 271
734 449 26
570 154 804
408 376 30
472 790 181
160 302 320
354 594 839
467 493 864
95 387 171
415 181 426
431 563 911
540 744 28
179 99 721
737 409 562
650 687 579
122 267 777
88 206 614
14 46 597
650 220 668
50 513 516
45 703 644
319 270 8
57 644 753
691 628 350
155 526 990
572 34 674
469 309 90
220 204 829
447 306 129
613 647 241
219 344 997
771 334 452
248 437 133
272 455 97
624 248 690
772 140 335
641 535 752
542 610 118
150 795 151
586 15 635
797 401 482
115 205 75
263 705 309
282 588 218
599 771 329
649 215 672
228 12 134
445 233 979
311 432 210
188 10 281
418 490 256
276 240 174
80 233 932
592 309 540
514 653 18
504 34 766
47 127 957
272 566 561
553 514 492
439 443 396
74 484 462
579 278 349
182 86 233
273 213 555
800 798 698
789 731 206
129 169 944
255 387 474
681 77 259
140 664 729
156 432 676
794 215 715
587 153 109
124 780 263
269 6 599
210 249 576
41 308 699
200 413 661
469 94 685
20 696 824
804 527 594
617 489 143
418 536 942
190 648 663
768 212 967
207 219 754
749 487 206
600 103 54
470 48 972
394 441 941
625 292 655
94 393 446
252 691 151
531 305 664
321 681 952
270 331 288
336 347 48
7 706 521
260 39 1
336 629 710
651 792 755
188 365 74
741 398 327
7 377 238
208 563 185
133 681 933
409 549 742
520 341 819
148 415 228
30 7 896
202 613 397
588 106 241
519 321 296
687 340 209
669 591 400
132 756 678
462 701 850
313 534 942
466 419 628
198 395 751
470 211 941
317 711 268
97 114 511
765 454 54
554 739 609
777 787 32
750 685 549
147 589 82
6 774 508
600 650 635
270 36 242
150 669 398
471 99 906
199 797 622
366 288 911
152 304 627
771 17 994
419 336 579
286 305 719
961 1984
931 846 300
529 674 369
808 392 375
917 184 863
936 586 321
195 322 873
434 940 977
850 644 60
158 957 93
900 367 188
324 349 408
747 693 352
711 470 211
695 303 602
146 941 736
585 247 325
205 614 147
157 526 130
459 147 238
50 465 290
703 608 815
943 127 60
478 448 155
447 367 609
809 378 579
80 255 132
907 545 750
710 329 295
730 813 969
395 504 30
789 480 974
548 442 256
404 157 625
910 145 764
243 294 186
453 844 219
67 106 469
337 636 604
463 277 797
414 725 584
623 461 158
671 66 80
55 903 420
84 245 435
380 90 143
428 432 486
403 696 367
444 754 956
377 558 192
629 345 716
489 881 442
773 877 78
275 527 267
199 931 297
116 203 87
414 925 290
381 81 48
64 387 515
545 673 629
27 73 926
158 177 132
318 732 16
508 203 604
872 783 147
847 917 234
631 29 339
126 242 371
588 815 851
154 548 603
419 470 46
300 249 859
148 397 673
641 96 68
185 675 588
31 191 294
250 788 481
402 129 905
422 534 276
37 864 485
798 863 806
769 263 854
643 611 566
596 399 369
244 827 777
702 394 411
467 797 7
602 764 458
731 712 158
470 71 303
269 925 48
181 431 687
164 287 501
638 80 811
649 26 777
402 650 299
306 23 871
679 163 187
476 10 327
78 766 100
276 722 917
609 820 799
234 168 370
948 307 235
136 773 758
605 724 765
935 559 701
797 743 381
115 583 140
531 32 307
636 747 748
504 382 974
562 620 668
367 336 627
552 491 655
265 223 17
554 674 631
531 549 120
183 409 819
488 4 416
504 402 923
107 118 559
855 229 897
200 734 180
112 647 61
800 915 768
518 770 134
152 890 271
123 107 869
170 350 233
634 551 773
778 300 5
233 369 931
815 326 215
68 529 186
300 809 665
164 639 145
67 744 56
366 730 864
656 538 875
425 458 247
319 917 802
295 818 95
177 294 970
458 585 332
488 320 237
546 772 399
484 839 491
799 634 539
122 51 462
381 953 878
261 676 800
77 179 760
613 617 759
518 495 716
287 38 852
572 85 122
41 897 985
500 764 666
417 94 726
291 738 562
380 666 592
489 118 517
714 556 182
317 712 772
779 172 353
34 904 148
732 546 901
107 112 314
44 50 419
839 205 524
4 380 979
308 81 320
449 799 578
183 80 906
818 905 562
794 377 606
782 128 733
831 615 62
714 43 219
568 760 712
895 91 278
293 354 134
721 33 341
597 262 986
702 833 520
761 875 207
262 306 551
410 438 193
860 253 501
345 498 780
943 8 718
374 353 415
75 177 4
398 805 124
892 292 815
764 720 539
734 439 618
455 163 690
171 741 957
575 851 152
360 645 676
546 157 741
930 44 895
74 870 903
408 690 824
891 716 68
22 420 362
91 551 238
882 658 922
324 394 403
443 348 657
794 499 659
406 598 197
740 953 896
65 83 140
961 209 951
12 296 207
822 713 616
451 77 500
176 564 470
678 769 462
275 717 594
354 740 325
55 121 48
598 269 444
320 109 850
674 702 258
661 744 658
54 171 865
457 321 951
900 483 610
515 55 7
565 67 282
64 251 195
823 318 914
937 501 589
309 372 168
862 49 454
373 951 646
154 908 76
919 294 203
601 198 610
131 33 196
294 145 809
731 948 832
375 12 874
814 45 431
212 910 537
28 685 917
721 643 230
493 723 419
866 563 725
628 75 633
767 25 449
602 558 204
383 126 557
918 71 221
288 330 307
753 653 821
380 463 693
844 559 942
293 132 331
203 556 117
507 862 93
289 570 570
867 292 439
344 548 779
580 600 299
568 585 764
261 333 114
322 105 811
394 272 958
334 36 195
468 363 563
626 256 964
775 774 431
920 563 286
573 266 309
292 10 285
419 595 822
873 267 18
533 251 340
314 685 108
446 75 812
517 467 104
585 344 294
671 492 217
823 269 748
954 800 693
861 444 135
293 647 135
728 629 395
701 27 641
708 800 591
658 733 840
887 636 159
385 958 594
916 28 266
875 526 989
784 10 587
260 251 518
297 657 759
726 87 462
869 950 425
98 573 604
145 409 11
113 629 828
852 850 45
787 826 851
296 166 226
932 282 967
558 480 188
460 493 773
215 605 615
367 574 158
917 233 802
388 721 121
37 397 448
420 171 417
520 670 681
577 812 820
800 887 809
91 200 997
265 902 680
488 750 28
79 311 555
568 536 880
916 250 766
266 253 880
17 787 312
933 950 215
628 545 317
884 198 523
118 943 840
886 484 662
920 814 575
679 953 332
750 820 283
70 203 332
472 810 113
189 579 740
109 60 438
566 466 354
396 839 566
337 131 249
662 660 373
558 774 8
212 24 734
892 48 520
747 189 155
768 849 264
868 331 544
523 791 578
181 919 152
25 217 933
138 752 118
795 640 880
544 875 59
702 880 756
928 921 714
219 816 784
590 253 998
436 181 32
476 177 984
803 25 92
506 947 236
417 405 150
355 868 45
930 701 76
49 23 355
69 452 863
388 641 346
405 1 896
477 3 664
899 522 816
714 678 795
78 716 966
740 423 236
592 413 871
834 417 280
791 560 839
68 685 663
161 411 489
316 297 921
351 868 932
279 385 630
454 427 614
783 957 18
56 35 241
336 119 475
346 398 810
938 30 510
535 674 271
40 907 108
533 921 57
763 692 85
790 947 957
433 18 315
860 713 271
452 114 237
708 200 246
426 128 241
772 687 257
62 882 885
316 620 528
299 737 995
409 197 839
692 435 648
619 667 679
362 112 985
628 721 213
762 787 96
444 318 65
808 126 600
726 360 932
504 472 1000
108 17 290
9 355 626
618 586 989
136 579 202
817 834 805
684 821 700
419 180 712
471 603 175
536 187 549
761 148 928
750 649 216
809 300 343
196 266 221
377 177 270
616 777 350
695 836 106
501 668 829
300 384 206
692 590 261
412 360 907
402 208 757
339 902 706
101 195 794
807 224 8
447 723 162
689 607 285
682 154 551
799 66 265
767 272 25
713 583 103
801 29 676
710 409 915
441 363 309
159 514 927
274 341 549
769 4 157
86 756 892
709 555 372
21 510 268
821 638 506
780 944 780
559 404 869
584 384 958
670 572 850
824 408 787
83 104 680
169 475 923
837 187 234
686 405 861
921 507 565
90 230 38
654 840 714
910 118 73
290 889 663
656 181 899
853 281 799
683 87 225
830 495 323
900 638 519
922 301 350
695 481 539
484 538 376
841 717 50
239 739 825
892 398 313
547 218 5
802 144 192
147 684 856
446 473 83
51 564 915
779 739 872
630 170 718
176 238 284
378 223 495
786 582 306
557 509 619
700 637 854
643 816 212
520 9 595
64 902 125
191 814 292
712 454 260
356 712 209
920 213 876
329 385 474
925 147 523
539 156 727
691 823 977
232 465 563
338 750 279
235 730 13
147 123 987
523 249 966
417 954 23
912 789 377
719 286 889
957 808 860
228 89 520
155 460 196
860 430 47
511 575 616
533 807 359
495 816 754
640 628 719
700 687 28
220 836 348
201 538 136
114 52 487
132 698 817
882 865 500
434 392 436
949 354 892
99 316 842
113 889 84
700 541 732
480 209 745
682 258 59
234 769 809
867 842 716
245 454 786
603 468 363
73 908 326
136 130 54
420 291 905
450 470 204
853 677 851
830 854 937
662 691 791
493 876 848
123 643 857
374 695 696
914 349 572
570 373 548
519 876 880
821 771 212
746 878 633
960 821 96
745 334 719
626 424 490
290 756 879
886 910 841
309 17 980
659 836 764
457 484 601
448 230 359
902 582 124
448 76 271
615 298 711
571 221 428
496 659 754
792 64 507
682 81 710
680 267 281
741 761 943
17 804 967
330 471 208
739 885 983
868 498 788
509 484 226
729 637 793
238 487 191
679 733 287
414 702 106
159 477 12
277 938 366
372 937 235
199 123 105
384 757 813
88 783 108
804 402 50
560 141 299
236 842 113
342 33 438
75 575 42
337 511 389
210 441 923
14 827 383
216 810 744
900 648 33
16 225 937
390 134 534
56 831 494
176 419 829
172 192 275
822 375 362
758 619 962
502 608 583
94 903 744
667 315 752
191 76 32
849 899 570
170 410 114
715 439 787
682 321 658
16 526 381
93 83 992
246 585 651
959 89 741
290 319 104
98 262 190
324 662 948
718 566 762
822 439 28
701 606 872
934 748 584
634 620 413
22 829 606
104 566 883
938 786 625
326 257 73
620 453 473
42 126 161
435 273 479
172 865 852
483 37 293
230 845 796
500 7 580
113 598 280
455 185 616
135 125 879
282 487 341
600 87 663
454 79 974
694 656 975
911 907 661
441 303 901
578 467 48
609 561 129
941 142 575
761 362 899
277 450 221
719 846 890
26 641 728
829 177 552
924 110 48
616 236 307
392 896 409
933 421 856
948 801 508
638 203 667
959 349 157
955 401 518
8 613 172
664 328 997
97 1 220
376 689 312
892 306 632
247 682 986
897 456 227
51 368 127
53 620 65
247 189 517
536 338 97
854 325 194
400 408 252
28 204 753
640 458 973
649 127 191
655 363 463
578 297 916
815 498 319
19 295 709
628 355 433
177 769 179
776 833 639
348 505 671
179 584 106
96 946 126
370 41 524
442 652 319
230 722 220
23 194 857
103 376 87
1 437 869
81 523 777
923 129 320
591 53 117
785 558 527
213 797 491
792 606 788
631 320 578
836 935 449
121 400 915
272 12 124
378 31 382
832 879 993
95 766 540
98 290 783
944 879 772
899 228 372
205 290 569
81 185 872
140 121 965
691 611 686
781 956 607
857 582 335
840 389 823
394 240 872
771 130 855
227 843 732
588 615 962
875 957 588
791 550 525
224 102 787
565 255 755
56 801 44
117 213 938
431 252 337
232 817 828
309 426 515
135 589 200
625 432 159
166 155 602
441 203 920
513 507 770
580 691 541
353 29 167
195 275 310
246 544 808
17 818 487
781 302 960
677 263 740
88 328 197
267 435 496
211 945 104
297 368 732
787 103 319
413 734 592
464 613 11
402 926 177
847 441 637
347 545 808
28 128 651
197 494 314
612 243 161
143 474 18
645 237 602
237 692 347
744 958 795
373 609 840
234 21 390
826 204 891
489 174 156
801 523 360
161 109 291
266 370 862
634 951 50
450 711 145
745 11 743
773 341 514
898 735 586
296 678 605
623 610 902
545 45 182
386 824 712
412 925 970
147 408 136
82 638 674
260 621 615
45 7 525
235 308 115
451 18 532
164 647 182
673 848 575
665 725 902
82 180 675
627 632 224
54 51 360
875 139 565
433 82 132
360 500 971
11 417 428
167 357 740
610 310 893
922 438 462
598 681 178
893 115 934
771 176 107
9 713 661
750 629 554
904 952 703
303 245 617
895 419 72
924 527 60
830 255 175
908 287 378
344 317 24
321 622 703
882 554 644
841 341 227
841 566 655
213 836 82
632 199 440
922 769 595
690 289 264
305 686 189
443 955 401
74 614 624
163 228 268
496 625 99
273 783 244
598 393 143
44 950 636
150 402 901
814 432 760
440 812 924
937 954 582
698 717 747
6 214 54
364 37 627
584 268 78
283 325 282
239 136 954
701 738 392
560 273 724
362 90 535
232 397 303
841 826 528
226 565 917
193 274 634
239 306 552
700 166 845
775 798 993
813 94 922
833 408 600
475 191 724
565 429 180
934 366 770
419 212 791
183 669 441
78 129 986
931 548 667
810 12 347
392 504 830
59 728 723
576 388 944
31 305 749
82 438 717
151 56 725
214 771 245
420 744 368
457 17 433
54 779 789
420 217 494
231 339 301
577 587 17
329 765 81
477 119 171
111 361 941
109 2 311
210 522 525
313 28 523
123 385 213
526 403 835
761 259 757
73 678 626
690 576 479
168 274 80
760 510 207
691 404 515
608 214 781
441 623 30
697 702 362
73 522 163
920 605 320
646 703 260
549 531 712
196 14 640
231 759 25
564 615 581
747 27 272
448 337 726
450 46 954
313 842 322
271 668 734
771 295 502
264 731 98
522 132 110
683 942 253
723 751 922
843 374 400
741 781 749
48 677 735
777 524 543
342 251 930
923 53 882
101 625 69
867 596 51
852 630 639
765 536 992
668 85 64
392 242 562
831 9 38
896 318 993
803 747 995
823 807 191
374 162 355
761 590 44
535 620 311
753 452 919
458 853 105
85 132 544
827 23 807
27 108 927
208 495 56
135 571 640
898 868 488
48 513 197
945 2 332
573 714 390
791 960 960
843 186 74
303 490 746
454 512 746
208 191 882
138 428 443
879 158 70
702 122 377
749 272 450
170 672 189
414 183 847
906 552 43
277 296 103
373 171 353
119 630 150
547 569 516
626 594 794
861 840 654
568 278 99
160 933 232
807 265 769
42 380 550
140 488 413
317 266 494
152 151 880
341 476 248
434 107 920
549 353 271
190 422 165
586 867 400
495 356 791
515 416 652
312 820 124
581 804 399
648 575 556
32 691 384
821 35 608
929 799 667
852 273 870
593 840 658
941 48 907
854 237 399
657 26 449
487 50 886
796 498 671
440 382 543
374 921 926
679 234 167
236 32 415
834 945 261
922 836 751
620 435 76
683 418 335
196 849 295
883 441 646
118 391 161
227 655 569
662 627 6
668 838 288
860 695 487
494 891 261
244 363 955
272 526 285
489 614 875
25 418 758
511 513 662
201 675 389
303 641 574
460 811 926
149 671 450
924 563 337
729 312 570
308 345 443
340 768 989
792 937 921
573 526 45
716 148 60
830 225 672
576 142 588
575 617 236
352 622 79
888 923 603
788 661 837
368 150 953
683 333 242
29 73 767
729 511 191
303 3 926
303 387 413
29 802 800
87 744 341
320 748 263
603 666 425
246 515 906
569 616 477
328 736 19
895 178 53
405 243 921
666 353 722
521 239 345
252 512 426
693 216 580
311 954 638
742 106 116
585 216 285
38 697 195
9 170 631
550 125 475
729 903 153
77 279 765
141 439 521
534 325 709
234 163 335
681 566 627
425 665 794
152 703 166
67 346 887
738 701 963
596 513 950
574 731 424
351 62 644
458 799 354
589 446 733
167 48 782
207 534 711
722 634 50
39 844 41
780 356 809
463 255 550
812 644 704
18 501 772
98 721 444
851 388 285
933 870 567
761 25 980
236 949 511
312 365 817
458 3 918
863 25 865
159 701 406
663 347 611
325 799 912
401 504 12
464 442 594
361 600 562
507 606 853
372 42 911
753 488 610
606 663 258
823 289 192
212 90 459
717 368 195
740 539 533
858 711 288
29 243 844
568 261 353
700 58 749
929 460 731
340 446 489
261 308 357
734 677 154
301 617 974
707 815 402
544 849 114
272 168 297
33 711 30
441 293 333
48 26 746
902 213 444
393 931 348
873 825 164
419 119 381
160 682 814
183 622 713
612 241 486
390 491 403
899 17 535
825 400 937
608 123 567
110 275 483
810 58 819
5 4 864
892 215 290
27 599 882
356 76 461
242 899 387
366 644 417
276 185 988
307 15 346
44 316 189
337 135 258
469 422 759
757 245 466
339 374 210
399 675 876
330 35 396
614 831 495
813 291 376
629 301 147
595 15 507
100 768 823
11 750 927
627 742 734
483 391 122
790 541 180
469 588 851
229 854 218
556 885 512
376 869 585
779 49 647
863 760 152
223 813 108
66 514 611
741 876 172
954 662 674
410 181 818
904 312 777
849 285 937
883 769 304
793 752 520
722 661 910
640 915 250
460 942 333
908 222 217
875 836 83
488 932 870
953 428 429
274 921 276
673 653 408
92 789 710
149 212 444
686 276 487
887 620 110
704 647 498
22 252 286
434 400 224
275 117 324
782 762 277
861 529 68
635 379 943
426 457 914
651 190 238
395 452 568
490 793 814
391 440 718
654 937 492
901 719 232
347 639 992
927 118 696
126 263 805
452 217 371
298 64 124
162 75 779
776 587 879
17 787 164
212 18 515
62 136 482
64 706 704
291 908 192
637 431 309
485 323 650
462 131 218
354 165 66
417 68 281
330 692 964
450 199 807
389 183 610
351 265 28
484 336 497
61 337 764
612 543 748
202 290 298
703 179 109
339 409 1000
497 661 800
852 130 772
341 272 142
406 666 978
428 409 847
877 346 582
871 925 536
500 12 441
822 181 58
24 111 277
147 321 413
555 61 438
831 927 87
517 611 118
727 123 410
331 178 944
726 655 882
433 110 422
322 464 371
696 430 862
21 617 181
648 203 391
750 489 896
553 804 666
912 40 277
290 58 424
266 806 522
538 353 167
755 135 451
25 498 251
542 649 189
510 110 613
559 665 398
733 150 78
103 396 242
754 415 238
79 773 80
697 905 271
134 326 454
918 109 513
65 897 455
750 582 294
508 368 295
16 709 123
591 484 145
133 836 133
176 200 321
44 387 411
167 68 33
704 263 354
167 56 39
856 482 441
598 175 480
836 190 320
504 587 682
477 93 343
129 185 389
206 943 635
186 527 164
948 24 659
309 156 965
952 647 491
343 827 519
159 373 406
388 852 529
744 150 580
849 546 544
263 870 828
802 456 632
827 386 724
862 859 445
73 92 756
36 113 469
883 879 133
464 653 683
232 824 817
114 520 156
694 138 817
910 712 793
535 261 445
328 581 156
185 943 486
885 269 658
877 513 298
652 215 662
478 499 687
28 856 501
58 418 23
83 852 499
160 325 786
162 788 721
379 179 646
453 759 411
903 84 723
920 25 759
945 625 765
174 603 806
250 347 767
337 760 509
527 777 464
366 885 868
860 920 665
254 438 556
561 18 817
696 700 90
266 106 580
780 677 110
941 804 225
491 875 280
579 902 376
461 657 396
841 26 711
338 804 831
32 140 385
250 803 712
522 859 669
920 20 876
225 404 296
335 696 370
319 776 655
740 794 706
350 896 438
758 537 876
473 238 975
159 724 465
367 593 805
3 345 714
323 154 640
797 501 338
848 133 449
797 595 367
407 107 952
692 17 130
436 886 611
760 320 214
520 563 637
60 773 109
575 345 147
23 553 229
248 956 409
1 397 467
366 88 893
536 100 394
525 315 262
510 236 631
952 93 147
261 556 871
259 181 407
663 112 101
99 108 784
528 233 563
654 909 24
720 913 187
561 910 606
123 749 748
509 582 266
932 689 3
772 189 772
898 572 754
628 461 537
374 262 547
265 419 893
390 247 66
503 386 161
28 297 488
94 790 793
580 742 31
481 799 122
153 433 177
373 614 797
75 869 336
197 744 303
233 941 597
467 196 703
928 259 230
831 538 648
141 717 424
565 827 363
515 8 319
246 231 772
598 957 189
410 735 612
743 183 367
624 487 252
906 370 371
39 130 633
269 814 705
66 738 848
595 961 904
629 394 610
228 681 576
492 578 859
885 871 994
453 168 572
191 154 215
266 148 690
521 283 95
645 794 387
920 899 246
12 32 363
807 320 16
182 739 178
508 42 884
105 460 929
915 778 824
378 598 529
378 217 873
791 706 574
85 924 381
844 801 432
479 61 497
587 601 466
409 350 7
666 740 804
617 180 785
82 379 72
57 265 8
257 511 309
735 890 499
901 790 724
290 540 646
308 56 691
657 295 105
844 817 102
485 935 270
131 157 726
806 797 639
866 26 579
955 804 797
259 11 561
402 835 547
824 632 90
254 484 544
330 543 123
716 621 83
10 584 128
228 584 208
107 952 7
541 222 517
866 210 287
744 668 46
873 537 277
813 458 539
694 851 968
585 134 961
547 602 7
161 916 300
474 930 692
429 333 287
100 522 897
343 820 82
205 492 857
103 858 164
958 898 255
328 94 738
794 518 842
845 879 85
732 83 177
20 267 787
92 630 762
909 695 310
136 819 586
179 833 583
843 793 118
924 264 803
123 150 838
564 326 17
855 692 20
814 101 60
442 754 37
128 223 466
855 392 726
623 774 450
940 264 786
205 104 713
267 374 492
511 42 135
242 322 395
123 271 770
196 837 492
583 336 119
911 655 370
251 183 820
80 701 312
155 115 63
132 307 31
23 225 103
308 914 42
74 892 594
138 313 457
276 432 414
803 868 21
815 323 565
170 679 124
578 326 568
885 204 476
733 83 199
309 505 68
96 250 16
714 665 182
250 891 915
272 403 574
543 637 15
102 955 165
489 523 125
508 25 652
48 83 5
554 335 844
295 839 140
94 162 862
906 569 500
906 317 772
941 623 51
773 561 228
164 821 875
659 615 400
823 269 243
28 10 447
291 196 720
442 673 443
747 130 854
703 747 883
27 110 597
862 713 789
3 703 715
861 264 251
610 653 896
560 346 273
276 193 730
682 55 12
147 487 582
453 457 359
253 874 827
631 67 960
958 197 374
329 886 755
6 826 35
593 158 526
85 453 494
553 464 123
152 864 33
639 958 438
286 262 59
766 509 757
6 55 780
928 919 891
19 601 811
653 331 992
332 660 862
282 164 262
858 424 696
802 673 621
321 312 739
279 937 135
935 365 998
162 585 465
309 732 531
435 833 513
726 947 84
835 708 535
430 726 268
85 406 578
886 606 556
949 586 329
933 493 127
99 854 787
902 7 56
842 438 109
353 214 380
901 350 870
778 356 251
477 300 964
129 514 295
351 934 840
948 621 493
221 821 107
592 198 733
921 265 451
378 87 347
482 367 162
255 362 313
57 543 979
600 132 526
535 785 9
371 820 218
365 61 697
574 956 557
241 12 482
581 471 936
800 795 795
712 671 462
669 147 766
605 546 874
298 696 947
390 846 966
360 773 247
473 650 512
69 860 740
370 186 838
175 924 620
378 840 628
653 511 568
721 703 407
608 773 495
659 315 771
771 336 443
610 88 117
843 777 624
409 656 343
368 207 267
747 931 685
226 201 566
466 683 933
757 10 772
900 189 524
47 309 806
176 104 627
164 204 367
245 746 587
493 530 914
875 675 945
613 154 215
520 675 166
397 280 966
330 6 878
904 547 404
332 80 449
420 717 360
637 509 732
931 765 590
734 814 154
5 844 892
65 747 555
529 718 470
177 918 534
345 428 490
310 591 511
550 954 831
587 885 124
523 184 106
258 599 704
646 563 39
592 557 114
430 121 100
259 328 320
197 69 298
520 471 436
85 714 639
552 412 132
459 163 996
82 675 318
242 575 496
627 392 861
306 804 387
960 353 318
753 594 589
159 938 414
479 245 544
166 177 958
380 30 214
474 144 320
286 69 967
843 115 525
818 430 884
56 752 435
672 385 827
544 242 691
770 694 436
405 185 283
501 774 167
522 219 815
106 900 508
53 929 769
309 361 246
46 141 761
930 754 117
689 185 731
160 250 912
891 614 790
627 280 181
319 333 370
881 726 895
712 180 27
414 620 315
168 633 287
310 254 262
369 186 86
208 906 764
907 31 823
734 525 894
420 402 889
473 306 218
780 194 453
226 419 842
894 946 546
778 408 691
565 727 830
106 207 487
532 654 658
704 524 42
862 428 618
239 607 822
887 539 296
834 649 516
21 795 682
79 531 312
245 391 420
797 931 619
144 593 159
813 452 571
490 295 767
373 593 136
665 491 293
939 305 733
923 854 79
428 256 947
585 284 984
786 585 434
452 814 182
147 708 515
950 903 100
867 631 563
154 893 339
675 333 725
833 501 225
799 914 841
744 223 748
275 239 951
914 196 488
696 543 577
3 34 394
327 381 758
844 593 131
171 509 328
246 896 759
533 89 328
954 537 552
111 419 232
902 1 424
77 14 103
334 739 805
408 865 348
808 428 561
99 797 959
159 190 660
355 54 298
274 148 845
285 21 610
224 208 32
79 483 96
67 784 522
733 616 422
711 925 102
347 60 516
796 485 61
338 737 341
389 854 470
954 245 214
264 478 63
898 730 410
518 787 902
160 637 397
632 572 106
53 585 859
368 492 90
833 188 892
512 447 812
204 785 860
412 532 500
258 707 787
427 892 801
552 857 865
249 261 651
414 362 235
740 550 845
322 556 370
777 960 143
546 394 858
24 309 691
748 335 126
729 922 649
579 548 380
869 682 132
590 48 136
935 383 114
781 216 940
73 876 600
324 143 718
61 844 219
827 293 871
787 327 500
403 129 288
138 361 147
154 563 955
306 788 749
397 551 317
337 753 712
819 947 937
762 78 164
508 86 639
171 10 912
899 625 600
907 244 577
201 83 827
337 76 449
153 488 804
170 156 492
928 628 7
291 920 667
103 734 579
588 132 252
270 575 487
11 160 68
203 117 993
241 853 651
856 550 700
461 778 398
622 568 840
2 912 533
936 260 62
827 622 372
734 491 81
386 837 298
282 955 747
218 290 64
337 457 410
119 903 843
307 211 481
422 245 688
643 136 217
832 717 956
506 67 102
806 287 1000
214 735 43
783 850 155
326 223 385
735 704 743
362 571 333
316 703 525
277 661 498
756 25 781
610 37 956
435 780 865
81 907 920
473 941 163
732 650 239
672 878 586
654 708 312
416 736 697
703 265 545
608 541 837
565 728 65
892 555 651
716 773 124
36 787 817
391 732 179
658 527 881
445 815 921
415 896 211
338 161 907
641 694 486
252 828 423
599 510 421
742 646 637
115 778 663
340 240 222
852 742 190
734 216 319
355 936 988
59 949 693
919 190 46
374 849 699
383 621 495
85 610 322
854 367 825
129 212 885
142 61 922
341 767 108
755 841 456
148 593 9
873 781 333
281 953 597
717 62 579
201 475 374
82 679 528
108 685 230
753 643 108
88 272 198
376 2 836
895 961 139
888 630 960
865 743 799
433 861 213
217 504 125
649 219 818
575 150 833
388 550 907
683 614 961
574 696 544
111 578 328
917 708 135
150 539 328
586 287 298
665 688 413
49 822 391
958 477 632
924 541 162
875 764 141
221 710 711
644 116 569
425 738 247
735 302 798
74 12 506
871 24 27
71 163 285
194 595 363
831 655 586
728 331 716
88 955 576
608 373 621
267 528 320
122 535 303
897 274 271
477 765 735
864 661 256
501 634 228
107 312 367
171 599 902
866 732 51
860 218 729
447 196 326
439 83 495
236 555 63
900 553 124
791 71 806
43 218 540
901 234 493
8 686 839
24 319 911
18 562 483
917 789 21
924 561 335
874 741 527
903 252 587
467 478 796
70 109 431
726 444 523
382 602 555
341 16 265
904 43 702
525 81 826
714 412 704
478 524 850
280 881 379
253 620 437
158 896 75
122 144 10
43 713 455
448 190 337
150 750 749
705 131 610
343 695 416
572 578 686
624 411 810
678 272 429
663 238 337
895 526 880
612 883 361
529 77 872
128 809 171
853 393 628
739 534 334
877 252 628
952 312 197
192 440 57
842 89 19
396 609 808
109 396 377
27 255 453
194 492 219
306 726 534
280 182 355
120 779 71
97 783 216
982 1902
458 945 852
663 227 866
710 306 1000
902 601 982
391 944 494
370 283 277
170 342 564
594 352 75
21 880 219
868 202 586
53 52 280
644 156 275
542 208 963
916 864 698
901 681 318
462 90 365
170 252 690
100 622 399
789 982 925
692 193 552
858 517 806
258 684 220
10 347 118
884 204 377
686 842 132
696 139 987
194 92 857
110 843 300
374 267 379
251 71 335
921 807 276
679 877 490
610 745 443
424 210 972
202 5 16
299 146 909
804 444 402
213 234 352
709 811 187
733 476 950
892 517 488
339 506 237
839 835 216
465 635 44
167 172 721
87 40 848
838 731 597
15 955 885
93 565 170
932 551 632
903 101 438
252 309 947
411 518 222
268 98 578
669 432 631
269 61 892
679 415 376
189 748 198
620 240 695
373 895 664
49 774 840
28 627 531
127 370 159
602 826 971
576 845 63
186 580 503
52 790 356
746 446 277
465 4 734
283 773 517
553 725 256
943 967 669
55 511 859
938 584 219
354 298 222
122 71 592
760 671 665
595 753 113
318 798 622
776 613 870
973 542 649
605 493 79
742 511 824
756 941 322
966 793 658
677 199 264
481 424 439
894 11 327
776 318 511
642 82 862
280 881 442
114 400 682
897 207 850
591 76 698
49 816 359
376 207 55
669 157 249
731 272 359
444 279 76
768 645 360
271 672 831
502 769 893
426 673 426
821 43 321
448 924 405
445 20 113
208 296 77
331 100 293
520 507 570
723 140 431
476 834 434
122 325 217
187 133 28
471 343 755
419 914 128
597 862 703
214 674 580
874 645 643
867 449 980
124 674 685
138 455 689
228 86 697
91 410 436
917 489 623
934 389 496
978 751 952
307 673 443
595 942 885
464 723 803
638 124 620
396 155 318
504 700 765
624 671 772
319 44 863
520 181 113
638 523 802
598 381 669
732 822 500
565 971 944
783 739 946
510 251 257
177 37 69
887 74 553
298 587 314
529 104 894
782 846 445
692 463 647
130 246 147
154 465 118
234 916 18
57 615 770
338 557 362
689 493 705
408 945 402
587 492 184
179 106 240
971 225 261
560 820 318
823 505 681
211 595 351
944 775 898
53 856 423
856 979 21
940 26 379
926 488 372
856 801 919
246 539 821
510 588 449
91 783 312
182 75 278
125 86 837
394 284 472
687 817 663
656 364 358
791 158 352
