898 2763
769 218 349
719 355 318
318 773 778
885 172 601
355 436 962
726 597 679
821 580 530
262 696 767
405 679 499
381 158 930
463 128 269
437 393 328
240 390 974
642 140 462
299 305 18
710 476 489
69 787 210
898 204 267
252 859 833
806 238 758
412 497 570
889 740 763
161 801 249
589 187 740
157 867 949
434 448 793
759 394 796
157 871 611
250 58 32
805 674 931
207 269 770
114 45 472
11 845 274
420 216 598
693 768 831
812 653 823
334 126 69
222 644 591
649 193 889
87 461 296
109 528 484
80 275 569
848 507 768
747 93 201
833 717 283
433 237 381
127 816 699
583 608 815
188 889 221
141 470 680
535 696 931
55 709 649
608 143 649
602 546 542
821 105 921
3 355 182
747 241 516
26 1 439
185 41 54
469 879 311
578 182 62
349 486 712
425 172 880
642 101 729
608 180 296
498 799 862
285 478 245
889 234 640
662 752 838
760 56 979
158 801 992
214 441 787
441 693 141
107 284 418
41 346 725
821 623 730
372 263 256
855 10 543
176 145 664
676 148 152
244 176 617
352 533 909
829 187 312
883 244 802
318 184 27
505 456 523
332 256 431
864 119 437
57 636 171
185 492 45
341 770 126
717 645 977
623 654 540
135 819 672
88 334 329
668 356 341
842 287 545
336 540 84
664 636 894
303 866 12
154 463 73
399 52 159
651 625 606
606 529 37
348 171 441
626 299 144
827 742 437
481 610 426
739 869 719
360 389 374
244 51 943
119 16 980
48 564 838
120 619 643
518 264 624
292 155 513
373 542 140
255 131 798
870 537 800
99 47 845
538 612 66
142 585 379
155 527 333
19 491 109
516 189 127
733 488 104
48 811 622
590 337 750
486 16 81
765 722 385
167 400 152
378 618 896
658 725 424
514 163 793
451 455 470
708 211 663
307 14 305
396 529 752
291 741 672
790 438 422
433 380 146
764 21 51
43 811 271
330 175 13
312 400 387
725 524 708
22 515 129
884 815 996
517 59 55
179 305 23
619 10 449
62 831 202
410 656 997
557 131 975
517 55 431
28 490 827
592 578 995
149 59 106
719 113 155
846 610 256
743 35 523
805 814 544
598 660 687
485 564 657
40 710 653
418 522 44
124 417 344
50 886 428
427 672 584
612 509 477
642 416 134
395 898 492
400 722 777
742 266 152
84 881 401
235 141 25
471 445 78
396 713 812
470 27 978
686 477 57
400 868 531
39 153 408
417 475 185
106 821 719
134 390 174
868 282 287
503 560 117
827 782 145
510 474 84
154 51 702
435 80 872
690 455 377
736 44 446
387 888 99
45 786 43
37 571 9
140 563 27
869 111 500
722 240 887
397 148 475
624 99 837
884 593 194
367 816 16
620 93 379
289 27 216
599 402 814
753 146 50
158 580 267
732 163 117
621 156 373
317 138 586
319 460 946
556 482 668
263 603 686
255 380 497
622 27 422
544 164 126
162 823 7
777 328 940
379 734 644
787 335 557
811 528 351
448 887 496
556 119 598
436 228 917
599 491 324
35 58 261
99 814 419
279 766 376
660 371 442
895 671 193
591 38 596
754 630 372
30 43 535
397 648 875
757 859 303
484 630 208
192 840 687
340 587 457
334 777 863
40 528 46
675 642 575
529 337 210
366 690 198
151 521 532
641 553 580
702 620 14
322 719 856
710 430 103
580 681 817
734 267 351
861 395 86
164 91 144
117 100 537
180 327 436
331 17 242
157 678 6
373 449 905
64 26 407
362 487 287
634 572 498
704 611 191
14 267 800
889 219 648
361 14 720
61 120 980
825 526 16
603 585 489
24 193 947
97 746 829
38 600 748
196 415 653
696 771 668
840 797 768
271 481 409
642 88 394
46 427 684
560 854 607
495 148 892
243 239 273
203 818 832
212 523 534
500 75 26
834 779 847
836 196 799
441 597 431
838 663 164
858 282 976
379 799 509
195 525 383
338 111 386
317 292 260
675 714 447
1 365 259
516 397 961
215 417 699
692 872 780
119 700 709
621 503 797
568 321 945
397 534 609
246 549 904
65 302 66
239 45 220
247 628 74
694 556 165
752 610 892
60 412 953
570 501 486
876 716 260
86 273 720
837 532 124
735 219 832
693 254 369
353 437 403
422 366 86
229 187 312
427 400 649
167 86 119
563 697 558
121 506 781
774 592 961
34 582 10
248 627 553
298 654 261
740 415 200
464 747 82
229 863 450
125 677 358
88 579 489
86 77 531
220 440 713
467 817 139
165 597 712
595 188 370
100 662 192
314 397 140
159 851 494
670 723 94
392 42 444
112 567 385
96 126 906
668 544 376
446 630 151
42 659 943
403 240 302
408 458 581
362 680 204
637 113 309
248 556 340
571 750 619
103 561 655
157 99 208
414 227 674
596 832 500
801 807 359
15 62 571
192 269 363
292 633 362
17 837 718
176 661 430
754 597 282
707 898 222
198 232 683
386 428 496
600 286 719
548 126 971
628 1 539
689 331 997
66 596 617
503 196 438
556 117 157
405 531 741
68 846 916
608 818 248
511 275 358
448 46 675
795 635 858
597 564 915
137 681 259
308 580 887
743 633 935
722 481 816
137 206 960
103 353 397
844 442 536
77 347 929
261 25 180
865 115 999
418 486 288
390 242 946
8 450 970
102 509 496
27 166 259
325 673 718
848 437 357
833 212 891
713 134 908
110 45 410
896 608 544
205 469 791
886 160 586
101 699 858
208 497 339
870 247 814
553 278 275
562 210 672
553 250 943
276 365 125
703 845 564
465 313 823
765 654 472
797 620 525
79 11 3
883 823 219
317 447 635
46 80 979
184 46 375
798 855 116
572 176 375
732 203 645
638 19 814
335 790 141
619 525 799
821 25 760
773 108 585
660 727 701
199 841 785
513 800 799
524 560 391
408 300 465
470 53 207
